Taxon	Reference	uniquePerReference	nonStacked	nonDuplicatesonReference	TotalAlignmentsOnReference	ReferenceLength
Actinobacillus_equuli	NA	0	0	0	0	0
Actinobacillus_pleuropneumoniae	NA	0	0	0	0	0
African_swine_fever_virus	NA	0	0	0	0	0
Aphthovirus	NA	0	0	0	0	0
Arcanobacterium_haemolyticum	Arcanobacterium_haemolyticum	1	3	3	3	1986154
Aspergillus_fumigatus	NA	0	0	0	0	0
Bartonella_bacilliformis	NA	0	0	0	0	0
Bartonella_henselae	NA	0	0	0	0	0
Bartonella_quintana	NA	0	0	0	0	0
Bartonella_quintana_RM-11	Bartonella_quintana	0	0	2	2	1650124
Blastomyces_dermatitidis	NA	0	0	0	0	0
Bordetella_bronchialis	Bordetella_bronchialis	0.715	28	43	51	5878756
Bordetella_bronchiseptica	Bordetella_bronchiseptica	0.724	11	15	17	5081368
Bordetella_genomosp._13	Bordetella_genomosp._13	0.731	35	49	59	5380929
Bordetella_pertussis	Bordetella_pertussis	0.803	6	8	9	4108318
Bordetella_pertussis_137	Bordetella_pertussis	1	2	2	2	4107604
Bordetella_pertussis_18323	Bordetella_pertussis_18323	0.477	2	5	6	4043846
Bordetella_petrii	Bordetella_petrii	0.757	22	29	35	5287950
Bordetella_trematum	Bordetella_trematum	0.898	13	15	18	4480141
Borrelia_crocidurae	NA	0	0	0	0	0
Borrelia_crocidurae_DOU	Borrelia_crocidurae_DOU	1	1	1	1	916000
Borrelia_recurrentis	NA	0	0	0	0	0
Borreliella_afzelii	NA	0	0	0	0	0
Borreliella_burgdorferi	NA	0	0	0	0	0
Borreliella_garinii	NA	0	0	0	0	0
Bovine_rhinitis_A_virus	NA	0	0	0	0	0
Brucella_abortus	Brucella	0	0	2	2	2088098
Brucella_canis	NA	0	0	0	0	0
Brucella_melitensis	NA	1	1	1	1	5158483
Brucella_microti	NA	0	0	0	0	0
Brucella_ovis	NA	0	0	0	0	0
Brucella_suis	Brucella_suis	1	2	2	2	2131717
Burkholderia_cepacia	Burkholderia_cepacia	0.851	15	19	22	3688624
Burkholderia_cepacia_ATCC_25416	Burkholderia_cepacia_ATCC_25416	0.888	17	21	24	3781435
Burkholderia_cepacia_JBK9	Burkholderia_cepacia_JBK9	1	20	20	26	3790084
Burkholderia_gladioli	Burkholderia_gladioli	0.927	25	27	36	4450890
Burkholderia_gladioli_BSR3	Burkholderia_gladioli_BSR3	0.286	4	16	20	3700833
Burkholderia_gladioli_pv._gladioli	Burkholderia_gladioli_pv._gladioli	0.757	27	36	41	4668533
Burkholderia_mallei	Burkholderia_mallei	0.333	1	3	3	3553991
