Taxon	Reference	uniquePerReference	nonStacked	nonDuplicatesonReference	TotalAlignmentsOnReference	ReferenceLength
Actinobacillus_equuli	Actinobacillus_equuli	0.012	0	22	28	2451991
Actinobacillus_pleuropneumoniae	Actinobacillus_pleuropneumoniae	0.266	1	4	4	2312414
Actinobacillus_pleuropneumoniae_serovar_4_str._M62	Actinobacillus_pleuropneumoniae_serovar_4_str._M62	1	1	1	1	2335268
African_swine_fever_virus	NA	0	0	0	0	0
Aphthovirus	NA	0	0	0	0	0
Arcanobacterium_haemolyticum	Arcanobacterium_haemolyticum	0.702	4	6	6	1988850
Aspergillus_fumigatus	NA	0	0	0	0	0
Bartonella_bacilliformis	Bartonella_bacilliformis	1	2	2	2	1443410
Bartonella_henselae	Bartonella_henselae	0.174	1	6	6	1963796
Bartonella_quintana	NA	0	0	0	0	0
Blastomyces_dermatitidis	NA	0	0	0	0	0
Bordetella_bronchialis	Bordetella_bronchialis	0.3	64	244	278	5878756
Bordetella_bronchiseptica	Bordetella_bronchiseptica	0.29	29	100	112	5081368
Bordetella_genomosp._13	Bordetella_genomosp._13	0.231	62	300	353	5380929
Bordetella_pertussis	Bordetella_pertussis	0.452	16	37	42	4082563
Bordetella_pertussis_137	Bordetella_pertussis_137	0.336	5	17	28	4134593
Bordetella_pertussis_18323	Bordetella_pertussis_18323	0.308	3	13	16	4043846
Bordetella_petrii	Bordetella_petrii	0.246	65	274	314	5287950
Bordetella_trematum	Bordetella_trematum	0.288	40	144	168	4480141
Borrelia_crocidurae	NA	0	0	0	0	0
Borrelia_recurrentis	NA	0	0	0	0	0
Borreliella_afzelii	NA	0	0	0	0	0
Borreliella_burgdorferi	NA	1	1	1	1	4855529
Borreliella_garinii	NA	0	0	0	0	0
Bovine_rhinitis_A_virus	NA	0	0	0	0	0
Brucella_abortus	NA	0	0	0	0	0
Brucella_abortus_bv._6_str._870	Brucella_abortus_bv._6_str._870	1	2	2	2	1157058
Brucella_canis	NA	0	0	0	0	0
Brucella_melitensis	Brucella_melitensis	1	1	1	1	2126158
Brucella_microti	NA	0	0	0	0	0
Brucella_ovis	NA	0	0	0	0	0
Brucella_ovis_ATCC_25840	Brucella_ovis_ATCC_25840	1	1	1	1	1164220
Brucella_suis	Brucella_suis	0.125	0	2	2	1902870
Burkholderia_cepacia	Burkholderia_cepacia	0.435	9	21	26	3688624
Burkholderia_cepacia_ATCC_25416	Burkholderia_cepacia_ATCC_25416	0.426	14	39	48	3781435
Burkholderia_cepacia_JBK9	Burkholderia_cepacia_JBK9	0.635	18	32	38	3790084
