Taxon	Reference	uniquePerReference	nonStacked	nonDuplicatesonReference	TotalAlignmentsOnReference	ReferenceLength
Actinobacillus_equuli	NA	0	0	0	0	0
Actinobacillus_pleuropneumoniae	NA	0	0	0	0	0
African_swine_fever_virus	NA	0	0	0	0	0
Aphthovirus	NA	0	0	0	0	0
Arcanobacterium_haemolyticum	NA	0	0	0	0	0
Aspergillus_fumigatus	NA	0	0	0	0	0
Bartonella_bacilliformis	NA	0	0	0	0	0
Bartonella_henselae	NA	0	0	0	0	0
Bartonella_quintana	NA	0	0	0	0	0
Blastomyces_dermatitidis	NA	0	0	0	0	0
Bordetella_bronchialis	Bordetella_bronchialis	1	3	3	3	5878756
Bordetella_bronchiseptica	Bordetella_bronchiseptica	1	2	2	2	5142886
Bordetella_genomosp._13	Bordetella_genomosp._13	1	4	4	4	5380929
Bordetella_pertussis	Bordetella_pertussis	1	1	1	1	4314502
Bordetella_pertussis_137	NA	0	0	0	0	0
Bordetella_pertussis_18323	NA	0	0	0	0	0
Bordetella_petrii	Bordetella_petrii	1	2	2	2	5287950
Bordetella_trematum	Bordetella_trematum	1	2	2	2	4518493
Borrelia_crocidurae	NA	0	0	0	0	0
Borrelia_recurrentis	NA	0	0	0	0	0
Borreliella_afzelii	NA	0	0	0	0	0
Borreliella_burgdorferi	NA	0	0	0	0	0
Borreliella_garinii	NA	0	0	0	0	0
Bovine_rhinitis_A_virus	NA	0	0	0	0	0
Brucella_abortus	NA	0	0	0	0	0
Brucella_canis	NA	0	0	0	0	0
Brucella_melitensis	NA	0	0	0	0	0
Brucella_microti	NA	0	0	0	0	0
Brucella_ovis	NA	0	0	0	0	0
Brucella_ovis_ATCC_25840	NA	0	0	0	0	0
Brucella_suis	NA	0	0	0	0	0
Burkholderia_cepacia	NA	0	0	0	0	0
Burkholderia_cepacia_ATCC_25416	NA	0	0	0	0	0
Burkholderia_cepacia_JBK9	Burkholderia_cepacia_JBK9	1	1	1	1	1290392
Burkholderia_gladioli	Burkholderia_gladioli_pv._gladioli	1	3	3	3	4209407
Burkholderia_gladioli_BSR3	Burkholderia_gladioli_BSR3	1	1	1	1	3700833
Burkholderia_gladioli_pv._gladioli	Burkholderia_gladioli_pv._gladioli	1	3	3	3	3923011
Burkholderia_mallei	NA	0	0	0	0	0
Burkholderia_mallei_NCTC_10247	NA	0	0	0	0	0
Burkholderia_multivorans	Burkholderia_multivorans_ATCC_BAA-247	1	1	1	1	550289
Burkholderia_multivorans_ATCC_17616	Burkholderia_multivorans_ATCC_17616	1	1	1	1	3448421
Burkholderia_multivorans_ATCC_BAA-247	NA	0	0	0	0	0
