#Position (bp)	Coverage	Std
2242.5	0.16190900981266726	0.40788394564298763
6726.5	0.09143621766280106	0.3379108824764093
11210.5	0.062221231043710974	0.24944183900001815
15694.5	1.5767172167707404	4.405742947429239
20178.5	1.2595896520963425	3.7166897014949916
24662.5	2.9170383586083855	5.728584601308104
29146.5	0.21699375557537912	0.7326646587833697
33630.5	0.032114183764495985	0.17920430732684967
38114.5	0.08586083853702052	0.2930202015851817
42598.5	0.11128456735057984	0.33625687899406553
47082.5	0.08296164139161463	0.28803062578763156
51566.5	0.05463871543264942	0.23374925760876636
56050.5	0.19402319357716324	0.5837526635208677
60534.5	0.040365744870651206	0.200912281532641
65018.5	0.11217662801070473	0.3654943007130235
69502.5	0.0715878679750223	0.28137232199717843
73986.5	0.15477252453166815	0.4127754669113145
78470.5	1.8066458519179305	4.57719495417533
82954.5	1.2816681534344336	3.7073774606909464
87438.5	2.7455396966993755	5.516357154259071
91922.5	0.12734165923282784	0.35684963112328955
96406.5	0.05575379125780553	0.24988846753850444
100890.5	0.056199821587867974	0.23706501552921716
105374.5	0.08028545941123996	0.28334688883282266
109858.5	0.10548617305976807	0.3555975232938257
114342.5	0.06400535236396075	0.25299279113042084
118826.5	0.05307760927743087	0.23038578358360323
123310.5	0.06333630686886708	0.2569289568134385
127794.5	0.1219892952720785	0.349269659821861
132278.5	0.05307760927743087	0.23038578358360323
136762.5	0.05909901873327386	0.2431028974185085
141246.5	0.0896520963425513	0.299419599128967
145730.5	0.11061552185548618	0.3325891186666909
150214.5	0.06155218554861731	0.2480971292631523
154698.5	0.17506690454950938	0.4686895961676062
159182.5	0.01159678858162355	0.10768838647516059
163666.5	0.010035682426404995	0.10017825326089987
168150.5	0.0383586083853702	0.19585353809765654
172634.5	0.0695807314897413	0.26378159808777657
177118.5	0.14674397859054417	0.45590583875302476
181602.5	0.08429973238180197	0.3325891186666909
186086.5	0.007582515611061552	0.08707764128099446
190570.5	0.026761819803746655	0.16359040254167312
195054.5	0.1008028545941124	0.34119483604869805
199538.5	0.059322033898305086	0.24356115022372735
204022.5	0.026538804638715434	0.16290734986094224
208506.5	0.0	0.0
212990.5	0.09745762711864407	0.3121820416337943
217474.5	0.05798394290811775	0.2480971292631523
221958.5	0.14139161462979483	0.40015608016424975
226442.5	0.12154326494201606	0.3486305565236875
230926.5	0.055530776092774306	0.2365941808727272
235410.5	0.01761819803746655	0.13273356032845102
239894.5	2.0113737734165924	4.164626321729619
244378.5	0.6389384478144514	2.8359470898662695
248862.5	0.052185548617305975	0.23038578358360323
253346.5	0.01806422836752899	0.13440323049513725
257830.5	0.10102586975914363	0.35684963112328955
262314.5	0.06333630686886708	0.25166705558906016
266798.5	0.12020517395182873	0.35244779318700625
271282.5	0.1280107047279215	0.3842343545945222
275766.5	0.13180196253345228	0.38741348203955484
280250.5	0.13425512934879572	0.36640841877445407
284734.5	0.026761819803746655	0.16359040254167312
289218.5	0.0836306868867083	0.32547227745205964
293702.5	0.022524531668153436	0.1500817499503302
298186.5	0.0	0.0
302670.5	0.29081177520071366	1.5236757752143406
307154.5	2.4462533452274755	5.272820078378113
311638.5	0.11061552185548618	0.3325891186666909
316122.5	0.09121320249776985	0.349907595805151
320606.5	0.05575379125780553	0.23612240736068554
325090.5	0.08942908117752008	0.3213347497695446
329574.5	0.12444246208742195	0.3527640317371117
334058.5	0.03456735057983943	0.18592296947886625
338542.5	0.05686886708296164	0.2384719419197186
343026.5	0.038135593220338986	0.19528336647123581
347510.5	0.17305976806422838	0.4534533957958489
351994.5	0.12109723461195361	0.3648836164089032
356478.5	0.08519179304192685	0.29187633176043387
360962.5	0.05686886708296164	0.2876432273261156
365446.5	0.1460749330954505	0.4054160537374053
369930.5	0.03479036574487065	0.18652175676009125
374414.5	0.13403211418376448	0.37154594218525183
378898.5	0.06668153434433541	0.2582276792761291
383382.5	0.0013380909901873326	0.036579926054973545
387866.5	0.1643621766280107	0.4346191951368981
392350.5	0.039473684210526314	0.19867985355975656
396834.5	0.12488849241748438	0.3533956598735819
401318.5	0.06422836752899197	0.253433161857307
405802.5	0.12890276538804638	0.4160045288986989
410286.5	0.05285459411239964	0.3891366046213075
414770.5	0.049955396966993755	0.23327173053676734
419254.5	2.331623550401427	5.120645274625645
423738.5	0.6302408563782337	2.7045242433178562
428222.5	0.10459411239964318	0.32341013032934385
432706.5	0.013380909901873328	0.11567588297425409
437190.5	0.0	0.0
441674.5	0.012711864406779662	0.11274690420042432
446158.5	0.11061552185548618	0.34895025448772393
450642.5	0.12154326494201606	0.3486305565236875
455126.5	0.048840321141837645	0.22099846411646767
459610.5	0.05352363960749331	0.2480971292631523
464094.5	0.034344335414808205	0.18532224749017104
468578.5	0.013157894736842105	0.11470786693528089
473062.5	0.0	0.0
477546.5	0.06801962533452274	0.26839131562903584
482030.5	0.026761819803746655	0.16359040254167312
486514.5	0.03635147190008921	0.19642205464356957
490998.5	0.03568242640499554	0.18889792588854845
495482.5	0.06512042818911686	0.2551870454962729
499966.5	0.06913470115967886	0.26293478499369166
504450.5	0.01694915254237288	0.13018891098082386
508934.5	0.057091882247992866	0.23893907643579956
513418.5	0.10303300624442462	0.3325891186666909
517902.5	0.0	0.0
522386.5	0.04393398751115076	0.21381793383951808
526870.5	0.02230151650312221	0.14933692277237473
531354.5	0.020517395182872437	0.14323894436525436
535838.5	0.16659232827832293	0.4135850959342556
540322.5	0.11685994647636039	0.34184784111700983
544806.5	0.0	0.0
549290.5	0.026761819803746655	0.16359040254167312
553774.5	0.028099910793933987	0.16763028006280364
558258.5	0.03902765388046387	0.19755417960768096
562742.5	0.0	0.0
567226.5	0.059545049063336304	0.24401854245801957
571710.5	0.05909901873327386	0.2431028974185085
576194.5	0.0564228367528992	0.23753491691307027
580678.5	0.10771632471008029	0.335592995071064
585162.5	0.07314897413024085	0.27046067020962744
589646.5	0.0	0.0
594130.5	0.013603925066904549	0.11663586526838367
598614.5	0.07426404995539697	0.2797826351401369
603098.5	0.013826940231935772	0.11758801057903723
607582.5	0.07225691347011597	0.2688064609902745
612066.5	0.12555753791257807	0.35402616110613466
616550.5	0.10771632471008029	0.35054437084654977
621034.5	0.039473684210526314	0.19867985355975656
625518.5	0.012711864406779662	0.11274690420042432
630002.5	0.0735950044603033	0.27576832899310016
634486.5	0.027876895628902765	0.1669637554348331
