Taxon	Reference	uniquePerReference	nonStacked	nonDuplicatesonReference	TotalAlignmentsOnReference	ReferenceLength
African_swine_fever_virus	NA	0	0	0	0	0
Aspergillus_fumigatus	NA	0	0	0	0	0
BK_virus_strain_AS	NA	0	0	0	0	0
BK_virus_strain_GS	NA	0	0	0	0	0
BK_virus_variant_RF	NA	0	0	0	0	0
Bacillus_anthracis	NA	0	0	0	0	0
Bacillus_cereus_Rock3-28	NA	0	0	0	0	0
Bacillus_cereus_group	Bacillus_thuringiensis_serovar_indiana	1	1	1	1	314883
Bacillus_cytotoxicus	NA	0	0	0	0	0
Bacillus_mycoides	NA	0	0	0	0	0
Bacillus_pseudomycoides	Bacillus_pseudomycoides	0.017	0	2	2	5126466
Bacillus_pseudomycoides_DSM_12442	NA	0	0	0	0	0
Bacillus_thuringiensis_serovar_monterrey_BGSC_4AJ1	NA	0	0	0	0	0
Bartonella_bacilliformis	NA	0	0	0	0	0
Bartonella_henselae	NA	0	0	0	0	0
Bartonella_quintana	NA	0	0	0	0	0
Blastomyces_dermatitidis	NA	0	0	0	0	0
Bordetella	Bordetella_bronchiseptica	0.588	14	26	37	5081368
Bordetella_avium_197N	Bordetella_avium_197N	0	0	2	2	3732255
Bordetella_bronchialis	Bordetella_bronchialis	0.765	11	16	20	5878756
Bordetella_bronchiseptica	Bordetella_bronchiseptica	0.655	6	10	12	5081368
Bordetella_flabilis	Bordetella_flabilis	1	21	21	22	5835727
Bordetella_genomosp._13	Bordetella_genomosp._13	0.726	22	32	36	5380929
Bordetella_genomosp._6	Bordetella_genomosp._6	1	6	6	8	5163295
Bordetella_genomosp._8	Bordetella_genomosp._8	0.617	7	12	15	6167536
Bordetella_genomosp._9	Bordetella_genomosp._9	1	12	12	16	4587366
Bordetella_hinzii	Bordetella_hinzii	0.844	10	12	16	4912977
Bordetella_holmesii	Bordetella_holmesii	1	4	4	4	3696713
Bordetella_parapertussis	Bordetella_parapertussis	1	3	3	7	4773923
Bordetella_pertussis	Bordetella_pertussis	1	4	4	4	4107558
Bordetella_pertussis_137	Bordetella_pertussis	1	1	1	1	4110583
Bordetella_pertussis_18323	Bordetella_pertussis	1	1	1	1	4113052
Bordetella_petrii	Bordetella_petrii	0.764	12	16	20	5287950
Bordetella_pseudohinzii	Bordetella_pseudohinzii	1	9	9	10	4490371
Bordetella_sp._H567	Bordetella_sp._H567	0.652	10	18	20	5532470
Bordetella_sp._HZ20	NA	0	0	0	0	0
Bordetella_sp._N	Bordetella_sp._N	0.713	8	11	13	6989698
Bordetella_trematum	Bordetella_trematum	0.612	6	10	19	4518493
Borrelia	NA	0	0	0	0	0
Borrelia_crocidurae	NA	0	0	0	0	0
Borrelia_hermsii	NA	0	0	0	0	0
Borrelia_miyamotoi	Borrelia_miyamotoi	1	1	1	1	903844
Borrelia_recurrentis	NA	0	0	0	0	0
Borrelia_venezuelensis	NA	0	0	0	0	0
Borreliaceae	Borrelia_crocidurae_DOU	1	1	1	1	916000
Borreliella_afzelii	NA	0	0	0	0	0
Borreliella_burgdorferi	NA	0	0	0	0	0
Borreliella_garinii	NA	0	0	0	0	0
Brucella	Brucella	1	4	4	6	3950556
Brucella_abortus	NA	0	0	0	0	0
Brucella_abortus_bv._6_str._870	NA	0	0	0	0	0
Brucella_canis	NA	0	0	0	0	0
Brucella_inopinata	Brucella_inopinata	1	1	1	1	2145953
Brucella_melitensis	NA	0	0	0	0	0
Brucella_melitensis_bv._2_str._63/9	NA	0	0	0	0	0
Brucella_microti	NA	0	0	0	0	0
Brucella_ovis	NA	0	0	0	0	0
Brucella_ovis_ATCC_25840	NA	0	0	0	0	0
Brucella_pinnipedialis	NA	0	0	0	0	0
Brucella_sp._09RB8471	Brucella_sp._09RB8471	1	1	1	1	1243395
Brucella_sp._09RB8910	Brucella_sp._09RB8910	1	1	1	1	2280827
Brucella_sp._10RB9215	NA	0	0	0	0	0
Brucella_sp._141012304	NA	0	0	0	0	0
Brucella_sp._2280	Brucella_sp._2280	1	1	1	1	2268175
Brucella_sp._BO2	NA	0	0	0	0	0
Brucella_suis	NA	0	0	0	0	0
Brucella_suis_019	NA	0	0	0	0	0
Brucella_suis_bv._2	NA	0	0	0	0	0
Brucella_vulpis	NA	0	0	0	0	0
Brucellaceae	NA	0	0	0	0	0
Burkholderia_cepacia	Burkholderia_cepacia	0.82	6	8	13	3608925
Burkholderia_cepacia_ATCC_25416	Burkholderia_cepacia_ATCC_25416	0.545	2	4	4	3396958
Burkholderia_cepacia_JBK9	Burkholderia_cepacia_JBK9	1	2	2	4	1290392
Burkholderia_gladioli	Burkholderia_gladioli_BSR3	0.698	7	10	13	3700833
Burkholderia_gladioli_BSR3	Burkholderia_gladioli_BSR3	0.766	5	7	8	3700833
Burkholderia_gladioli_pv._gladioli	Burkholderia_gladioli_pv._gladioli	0.88	14	16	22	4209407
Burkholderia_mallei	Burkholderia_mallei	0.31	1	3	3	2146721
Burkholderia_mallei_NCTC_10247	Burkholderia_mallei_NCTC_10247	1	1	1	1	2351417
Burkholderia_multivorans	Burkholderia_multivorans	1	8	8	11	3350628
Burkholderia_multivorans_ATCC_17616	Burkholderia_multivorans_ATCC_17616	0.759	6	8	10	3448421
Burkholderia_multivorans_ATCC_BAA-247	Burkholderia_multivorans_ATCC_BAA-247	1	8	8	11	3428264
Burkholderia_pseudomallei	Burkholderia_pseudomallei	0.351	1	5	8	3039355
Burkholderia_pseudomallei_1106b	Burkholderia_pseudomallei_1106b	1	2	2	2	3117868
Burkholderia_pseudomallei_1710b	NA	0	0	0	0	0
Burkholderia_pseudomallei_7894	Burkholderia_pseudomallei	1	2	2	3	3306540
Burkholderia_pseudomallei_B03	NA	0	0	0	0	0
Burkholderia_pseudomallei_MSHR1153	NA	0	0	0	0	0
Burkholderia_pseudomallei_MSHR2543	NA	0	0	0	0	0
Burkholderia_pseudomallei_MSHR346	NA	0	0	0	0	0
Burkholderia_pseudomallei_MSHR435	Burkholderia_pseudomallei_MSHR435	0.41	1	3	5	3837469
Burkholderia_pseudomallei_NCTC_13179	NA	0	0	0	0	0
Burkholderia_pseudomallei_Pasteur_52237	Burkholderia_pseudomallei_Pasteur_52237	1	1	1	1	3184745
Burkholderia_sp._OLGA172	NA	0	0	0	0	0
Campylobacter_coli	NA	0	0	0	0	0
Campylobacter_coli_RM1875	NA	0	0	0	0	0
Campylobacter_gracilis	Campylobacter_gracilis	1	1	1	1	2281730
Campylobacter_showae	NA	0	0	0	0	0
Chlamydia_abortus	NA	0	0	0	0	0
Chlamydia_caviae	NA	0	0	0	0	0
Chlamydia_felis	NA	0	0	0	0	0
Chlamydia_muridarum	NA	0	0	0	0	0
Chlamydia_pecorum	NA	0	0	0	0	0
Chlamydia_pneumoniae	NA	0	0	0	0	0
Chlamydia_psittaci	NA	0	0	0	0	0
Chlamydia_trachomatis	NA	0	0	0	0	0
Clostridium	Clostridium	0	0	2	2	3608085
Clostridium_aceticum	NA	0	0	0	0	0
Clostridium_acetobutylicum_EA_2018	Clostridium_acetobutylicum	1	1	1	1	3957627
Clostridium_argentinense	NA	0	0	0	0	0
Clostridium_baratii_str._Sullivan	NA	0	0	0	0	0
Clostridium_beijerinckii	NA	0	0	0	0	0
Clostridium_beijerinckii_NRRL_B-598	Clostridium_beijerinckii	0.017	0	2	2	5876902
Clostridium_bornimense	NA	0	0	0	0	0
Clostridium_botulinum	Clostridium_botulinum_A2_str._Kyoto	1	1	1	1	4155278
Clostridium_botulinum_A2_str._Kyoto	NA	0	0	0	0	0
Clostridium_botulinum_B1_str._Okra	NA	0	0	0	0	0
Clostridium_botulinum_BKT015925	NA	0	0	0	0	0
Clostridium_botulinum_B_str._Eklund_17B_(NRP)	NA	0	0	0	0	0
Clostridium_botulinum_E3_str._Alaska_E43	NA	0	0	0	0	0
Clostridium_botulinum_Prevot_594	NA	0	0	0	0	0
Clostridium_butyricum	NA	0	0	0	0	0
Clostridium_cadaveris	NA	0	0	0	0	0
Clostridium_cellulovorans_743B	NA	0	0	0	0	0
Clostridium_chauvoei	NA	0	0	0	0	0
Clostridium_cochlearium	NA	0	0	0	0	0
Clostridium_estertheticum	NA	0	0	0	0	0
Clostridium_estertheticum_subsp._estertheticum	NA	0	0	0	0	0
Clostridium_intestinale	NA	0	0	0	0	0
Clostridium_isatidis	NA	0	0	0	0	0
Clostridium_kluyveri	NA	0	0	0	0	0
Clostridium_ljungdahlii_DSM_13528	NA	0	0	0	0	0
Clostridium_novyi	NA	0	0	0	0	0
Clostridium_pasteurianum_BC1	NA	0	0	0	0	0
Clostridium_perfringens	NA	0	0	0	0	0
Clostridium_perfringens_ATCC_13124	NA	0	0	0	0	0
Clostridium_perfringens_str._13	NA	0	0	0	0	0
Clostridium_septicum	NA	0	0	0	0	0
Clostridium_sp._BNL1100	NA	0	0	0	0	0
Clostridium_sp._C1	NA	0	0	0	0	0
Clostridium_sp._DL-VIII	NA	0	0	0	0	0
Clostridium_sp._JN-9	NA	0	0	0	0	0
Clostridium_sp._M62/1	NA	0	0	0	0	0
Clostridium_sp._MF28	NA	0	0	0	0	0
Clostridium_sp._SY8519	Clostridium_sp._SY8519	1	1	1	1	2835737
Clostridium_sporogenes	NA	0	0	0	0	0
Clostridium_tetani	NA	0	0	0	0	0
Clostridium_tetani_E88	NA	0	0	0	0	0
Clostridium_tyrobutyricum	NA	0	0	0	0	0
Coccidioides_immitis	NA	0	0	0	0	0
Coccidioides_posadasii	NA	0	0	0	0	0
Corynebacterium_ammoniagenes	NA	0	0	0	0	0
Corynebacterium_crudilactis	NA	0	0	0	0	0
Corynebacterium_diphtheriae	Corynebacterium_diphtheriae	1	1	1	1	2463666
