Taxon	Reference	uniquePerReference	nonStacked	nonDuplicatesonReference	TotalAlignmentsOnReference	ReferenceLength
African_swine_fever_virus	NA	0	0	0	0	0
Aspergillus_fumigatus	NA	0	0	0	0	0
BK_virus_strain_AS	NA	0	0	0	0	0
BK_virus_strain_GS	NA	0	0	0	0	0
BK_virus_variant_RF	NA	0	0	0	0	0
Bacillus_anthracis	NA	0	0	0	0	0
Bacillus_cereus_group	NA	0	0	0	0	0
Bacillus_mycoides	NA	0	0	0	0	0
Bartonella_bacilliformis	NA	0	0	0	0	0
Bartonella_henselae	NA	0	0	0	0	0
Bartonella_quintana	NA	0	0	0	0	0
Blastomyces_dermatitidis	NA	0	0	0	0	0
Bordetella	Bordetella_bronchiseptica	0	0	2	2	5205646
Bordetella_avium_197N	Bordetella_avium_197N	1	1	1	1	3732255
Bordetella_bronchialis	NA	0	0	0	0	0
Bordetella_bronchiseptica	NA	0	0	0	0	0
Bordetella_flabilis	Bordetella_flabilis	1	1	1	1	5835727
Bordetella_genomosp._13	Bordetella_genomosp._13	1	1	1	1	5380929
Bordetella_genomosp._6	NA	0	0	0	0	0
Bordetella_genomosp._8	NA	0	0	0	0	0
Bordetella_genomosp._9	Bordetella_genomosp._9	1	1	1	1	4587366
Bordetella_hinzii	NA	0	0	0	0	0
Bordetella_holmesii	NA	0	0	0	0	0
Bordetella_parapertussis	NA	0	0	0	0	0
Bordetella_pertussis	NA	0	0	0	0	0
Bordetella_petrii	Bordetella_petrii	1	2	2	3	5287950
Bordetella_pseudohinzii	NA	0	0	0	0	0
Bordetella_sp._H567	Bordetella_sp._H567	1	1	1	1	5532470
Bordetella_sp._HZ20	NA	0	0	0	0	0
Bordetella_sp._N	Bordetella_sp._N	1	1	1	1	6989698
Bordetella_trematum	Bordetella_trematum	1	1	1	1	4480141
Borrelia	NA	0	0	0	0	0
Borrelia_crocidurae	NA	0	0	0	0	0
Borrelia_recurrentis	NA	0	0	0	0	0
Borreliaceae	NA	0	0	0	0	0
Borreliella_afzelii	NA	0	0	0	0	0
Borreliella_burgdorferi	NA	0	0	0	0	0
Borreliella_garinii	NA	0	0	0	0	0
Brucella	Brucella	0.019	0	2	3	1176207
Brucella_abortus	NA	0	0	0	0	0
Brucella_canis	NA	0	0	0	0	0
Brucella_melitensis	NA	0	0	0	0	0
Brucella_melitensis_bv._2_str._63/9	NA	0	0	0	0	0
Brucella_microti	NA	0	0	0	0	0
Brucella_ovis	NA	0	0	0	0	0
Brucella_pinnipedialis	NA	0	0	0	0	0
Brucella_sp._09RB8471	NA	0	0	0	0	0
Brucella_sp._09RB8910	NA	0	0	0	0	0
Brucella_sp._10RB9215	NA	0	0	0	0	0
Brucella_sp._141012304	NA	0	0	0	0	0
Brucella_suis	NA	0	0	0	0	0
Brucella_vulpis	NA	0	0	0	0	0
Brucellaceae	Brucella_melitensis	0	0	2	2	2125701
Burkholderia_cepacia	Burkholderia_cepacia	0.808	13	17	17	3683734
Burkholderia_cepacia_ATCC_25416	Burkholderia_cepacia_ATCC_25416	0.948	30	32	32	3781435
Burkholderia_cepacia_JBK9	Burkholderia_cepacia_JBK9	0.846	36	44	48	3790084
Burkholderia_gladioli	Burkholderia_gladioli_BSR3	0.941	20	22	25	4413616
Burkholderia_gladioli_BSR3	Burkholderia_gladioli_BSR3	1	5	5	6	4413616
Burkholderia_gladioli_pv._gladioli	Burkholderia_gladioli_pv._gladioli	1	9	9	10	4668533
Burkholderia_mallei	Burkholderia_mallei	1	1	1	1	3509051
Burkholderia_mallei_NCTC_10247	Burkholderia_mallei_NCTC_10247	1	1	1	1	3495687
Burkholderia_multivorans	Burkholderia_multivorans	0.918	52	60	77	3162364
Burkholderia_multivorans_ATCC_17616	Burkholderia_multivorans_ATCC_17616	0.927	61	67	75	3448421
Burkholderia_multivorans_ATCC_BAA-247	Burkholderia_multivorans_ATCC_BAA-247	0.91	59	65	83	3428264
Burkholderia_pseudomallei	Burkholderia_pseudomallei	0.854	16	22	26	4104810
Burkholderia_pseudomallei_1106b	Burkholderia_pseudomallei_1106b	1	2	2	2	3976928
Burkholderia_pseudomallei_1710a	NA	0	0	0	0	0
Burkholderia_pseudomallei_1710b	NA	0	0	0	0	0
Burkholderia_pseudomallei_7894	Burkholderia_pseudomallei	1	1	1	1	3306540
Burkholderia_pseudomallei_B03	Burkholderia_pseudomallei_B03	1	1	1	1	4008750
Burkholderia_pseudomallei_MSHR1153	Burkholderia_pseudomallei_MSHR1153	1	2	2	3	4032226
Burkholderia_pseudomallei_MSHR2543	Burkholderia_pseudomallei_MSHR2543	1	1	1	1	3205965
Burkholderia_pseudomallei_MSHR346	Burkholderia_pseudomallei	1	5	5	6	4099163
Burkholderia_pseudomallei_MSHR435	Burkholderia_pseudomallei_MSHR435	1	1	1	1	3837469
Burkholderia_pseudomallei_NCTC_13179	Burkholderia_pseudomallei_NCTC_13179	1	1	1	1	3997089
Burkholderia_pseudomallei_Pasteur_52237	NA	0	0	0	0	0
Burkholderia_sp._OLGA172	NA	0	0	0	0	0
Campylobacter_coli	NA	0	0	0	0	0
Campylobacter_gracilis	NA	0	0	0	0	0
Campylobacter_showae	NA	0	0	0	0	0
Chlamydia_abortus	NA	0	0	0	0	0
Chlamydia_caviae	NA	0	0	0	0	0
Chlamydia_felis	NA	0	0	0	0	0
Chlamydia_muridarum	NA	0	0	0	0	0
Chlamydia_pecorum	NA	0	0	0	0	0
Chlamydia_pneumoniae	NA	0	0	0	0	0
Chlamydia_psittaci	NA	0	0	0	0	0
Chlamydia_trachomatis	NA	0	0	0	0	0
Clostridium	Clostridium	0	0	2	2	4614182
Clostridium_bornimense	NA	0	0	0	0	0
Clostridium_botulinum	NA	0	0	0	0	0
Clostridium_botulinum_BKT015925	NA	0	0	0	0	0
Clostridium_botulinum_B_str._Eklund_17B_(NRP)	NA	0	0	0	0	0
Clostridium_botulinum_E3_str._Alaska_E43	NA	0	0	0	0	0
Clostridium_butyricum	NA	0	0	0	0	0
Clostridium_chauvoei	NA	0	0	0	0	0
Clostridium_cochlearium	NA	0	0	0	0	0
Clostridium_estertheticum	NA	0	0	0	0	0
Clostridium_novyi	NA	0	0	0	0	0
Clostridium_perfringens	NA	0	0	0	0	0
Clostridium_septicum	NA	0	0	0	0	0
Clostridium_sp._BNL1100	NA	0	0	0	0	0
Clostridium_sp._C1	NA	0	0	0	0	0
Clostridium_sp._C5S11	NA	0	0	0	0	0
Clostridium_sp._M62/1	NA	0	0	0	0	0
Clostridium_sporogenes	NA	0	0	0	0	0
Clostridium_tetani	NA	0	0	0	0	0
Clostridium_tetani_E88	NA	0	0	0	0	0
Clostridium_tyrobutyricum	NA	0	0	0	0	0
Coccidioides_immitis	NA	0	0	0	0	0
Coccidioides_posadasii	NA	0	0	0	0	0
Corynebacterium_ammoniagenes	NA	0	0	0	0	0
Corynebacterium_crudilactis	NA	0	0	0	0	0
Corynebacterium_diphtheriae	NA	0	0	0	0	0
Corynebacterium_glutamicum	NA	0	0	0	0	0
Corynebacterium_glyciniphilum	NA	0	0	0	0	0
Corynebacterium_jeikeium	NA	0	0	0	0	0
Corynebacterium_kroppenstedtii	NA	0	0	0	0	0
Corynebacterium_maris	NA	0	0	0	0	0
Corynebacterium_matruchotii	NA	0	0	0	0	0
Corynebacterium_segmentosum	NA	0	0	0	0	0
Corynebacterium_sphenisci	NA	0	0	0	0	0
Corynebacterium_stationis	NA	0	0	0	0	0
Corynebacterium_urealyticum	NA	0	0	0	0	0
Corynebacterium_ureicelerivorans	NA	0	0	0	0	0
Corynebacterium_variabile	NA	0	0	0	0	0
Corynebacterium_xerosis	NA	0	0	0	0	0
Cowpox-Vaccinia_virus	NA	0	0	0	0	0
Cowpox_virus	NA	0	0	0	0	0
Coxiella_burnetii	NA	0	0	0	0	0
Coxiella_burnetii_Dugway_5J108-111	NA	0	0	0	0	0
Cryptococcus_gattii_species_complex	NA	0	0	0	0	0
Cryptococcus_neoformans	NA	0	0	0	0	0
Cynomolgus_Epstein-Barr_Virus_A4	NA	0	0	0	0	0
Cynomolgus_Epstein-Barr_Virus_Si-IIA	NA	0	0	0	0	0
Cynomolgus_Epstein-Barr_Virus_TsB-B6	NA	0	0	0	0	0
Ehrlichia_canis	NA	0	0	0	0	0
Enterobius_vermicularis	NA	0	0	0	0	0
Enterococcus_avium	NA	0	0	0	0	0
Enterococcus_casseliflavus	NA	0	0	0	0	0
Enterococcus_cecorum	Enterococcus_cecorum	1	3	3	5	2421598
Enterococcus_durans	NA	0	0	0	0	0
Enterococcus_faecalis	NA	0	0	0	0	0
Enterococcus_faecium	NA	0	0	0	0	0
Enterococcus_hirae	NA	0	0	0	0	0
Enterococcus_mundtii	NA	0	0	0	0	0
Epstein-barr_virus_strain_ag876	NA	0	0	0	0	0
Epstein-barr_virus_strain_p3hr-1	NA	0	0	0	0	0
Erysipelothrix_rhusiopathiae	NA	0	0	0	0	0
Escherichia_coli	NA	0	0	0	0	0
Escherichia_coli_O111	NA	0	0	0	0	0
Escherichia_coli_O15	NA	0	0	0	0	0
Escherichia_coli_O157:H7	NA	0	0	0	0	0
Escherichia_coli_O26	NA	0	0	0	0	0
Francisella_tularensis	NA	0	0	0	0	0
Francisella_tularensis_subsp._novicida_U112	Francisella_tularensis_subsp._novicida_U112	1	1	1	1	1910592
Fusobacterium	NA	0	0	0	0	0
Fusobacterium_necrophorum	NA	0	0	0	0	0
Fusobacterium_nucleatum	NA	0	0	0	0	0
Fusobacterium_varium	NA	0	0	0	0	0
Haemophilus_influenzae	NA	0	0	0	0	0
Haemophilus_influenzae_Rd_KW20	NA	0	0	0	0	0
Haemophilus_influenzae_biotype_aegyptius	NA	0	0	0	0	0
Haemophilus_parainfluenzae	NA	0	0	0	0	0
