Taxon	Reference	AverageCoverage	Coverge_StandardDeviation	percCoveredHigher1	percCoveredHigher2	percCoveredHigher3	percCoveredHigher4	percCoveredHigher5
African_swine_fever_virus	NA	0	0	0	0	0	0	0
Aspergillus_fumigatus	NA	0	0	0	0	0	0	0
BK_virus_strain_AS	NA	0	0	0	0	0	0	0
BK_virus_strain_GS	NA	0	0	0	0	0	0	0
BK_virus_variant_RF	NA	0	0	0	0	0	0	0
Bacillus_albus	Bacillus_albus	0	0	0	0	0	0	0
Bacillus_anthracis	NA	0	0	0	0	0	0	0
Bacillus_bombysepticus_str._Wang	Bacillus_bombysepticus_str._Wang	0	0	0	0	0	0	0
Bacillus_cereus	Bacillus_cereus	0	0	0	0	0	0	0
Bacillus_cereus_ATCC_4342	Bacillus_cereus_ATCC_4342	0	0	0	0	0	0	0
Bacillus_cereus_Rock3-28	Bacillus_cereus_Rock3-28	0	0	0	0	0	0	0
Bacillus_cereus_Rock3-44	Bacillus_cereus_Rock3-44	0	0	0	0	0	0	0
Bacillus_cereus_group	Bacillus_thuringiensis_serovar_indiana	0	0	0	0	0	0	0
Bacillus_cytotoxicus	Bacillus_cytotoxicus	0	0	0	0	0	0	0
Bacillus_luti	Bacillus_luti	0	0	0	0	0	0	0
Bacillus_mobilis	Bacillus_mobilis	0	0	0	0	0	0	0
Bacillus_mycoides	Bacillus_mycoides	0	0	0	0	0	0	0
Bacillus_nitratireducens	NA	0.001	0.003	0.001	0	0	0	0
Bacillus_pseudomycoides	Bacillus_pseudomycoides	0	0	0	0	0	0	0
Bacillus_pseudomycoides_DSM_12442	Bacillus_pseudomycoides_DSM_12442	0	0	0	0	0	0	0
Bacillus_sp._JAS24-2	Bacillus_sp._JAS24-2	0	0	0	0	0	0	0
Bacillus_thuringiensis_serovar_andalousiensis	Bacillus_thuringiensis_serovar_andalousiensis	0	0	0	0	0	0	0
Bacillus_thuringiensis_serovar_monterrey_BGSC_4AJ1	Bacillus_thuringiensis_serovar_monterrey_BGSC_4AJ1	0	0	0	0	0	0	0
Bacillus_wiedmannii	Bacillus_wiedmannii	0	0.001	0	0	0	0	0
Bartonella_bacilliformis	NA	0	0	0	0	0	0	0
Bartonella_henselae	NA	0	0	0	0	0	0	0
Bartonella_quintana	Bartonella_quintana	0	0	0	0	0	0	0
Blastomyces_dermatitidis	NA	0	0	0	0	0	0	0
Bordetella	Bordetella_bronchiseptica	0.002	0.004	0.001	0	0	0	0
Bordetella_avium_197N	Bordetella_avium_197N	0	0	0	0	0	0	0
Bordetella_bronchialis	Bordetella_bronchialis	0.001	0.002	0.001	0	0	0	0
Bordetella_bronchiseptica	Bordetella_bronchiseptica	0	0.001	0	0	0	0	0
Bordetella_flabilis	Bordetella_flabilis	0.001	0.003	0.001	0	0	0	0
Bordetella_genomosp._13	Bordetella_genomosp._13	0.001	0.003	0.001	0	0	0	0
Bordetella_genomosp._6	Bordetella_genomosp._6	0	0.001	0	0	0	0	0
Bordetella_genomosp._8	Bordetella_genomosp._8	0.001	0.002	0.001	0	0	0	0
Bordetella_genomosp._9	Bordetella_genomosp._9	0.001	0.004	0.001	0	0	0	0
Bordetella_hinzii	Bordetella_hinzii	0.001	0.003	0.001	0	0	0	0
Bordetella_holmesii	Bordetella_holmesii	0	0.001	0	0	0	0	0
Bordetella_parapertussis	Bordetella_parapertussis	0	0	0	0	0	0	0
Bordetella_pertussis	Bordetella_pertussis	0	0.001	0	0	0	0	0
Bordetella_pertussis_137	Bordetella_pertussis_137	0	0	0	0	0	0	0
Bordetella_pertussis_18323	Bordetella_pertussis_18323	0	0	0	0	0	0	0
Bordetella_petrii	Bordetella_petrii	0.001	0.002	0.001	0	0	0	0
Bordetella_pseudohinzii	Bordetella_pseudohinzii	0.001	0.002	0.001	0	0	0	0
Bordetella_sp._H567	Bordetella_sp._H567	0.001	0.002	0.001	0	0	0	0
Bordetella_sp._HZ20	NA	0	0	0	0	0	0	0
Bordetella_sp._N	Bordetella_sp._N	0.001	0.001	0	0	0	0	0
Bordetella_trematum	Bordetella_trematum	0.001	0.001	0	0	0	0	0
Borrelia	NA	0	0	0	0	0	0	0
Borrelia_anserina	NA	0	0	0	0	0	0	0
Borrelia_coriaceae_ATCC_43381	Borrelia_coriaceae	0	0	0	0	0	0	0
Borrelia_crocidurae	NA	0	0	0	0	0	0	0
Borrelia_recurrentis	NA	0	0	0	0	0	0	0
Borrelia_turicatae_91E135	Borrelia_turicatae_91E135	0	0	0	0	0	0	0
Borreliaceae	Borrelia_anserina	0	0.001	0	0	0	0	0
Borreliella_afzelii	NA	0	0	0	0	0	0	0
Borreliella_burgdorferi	NA	0	0	0	0	0	0	0
Borreliella_garinii	NA	0	0	0	0	0	0	0
Brucella	Brucella	0.001	0.003	0.001	0	0	0	0
Brucella_abortus	NA	0	0	0	0	0	0	0
Brucella_abortus_bv._6_str._870	Brucella_abortus_bv._6_str._870	0	0	0	0	0	0	0
Brucella_canis	NA	0	0	0	0	0	0	0
Brucella_inopinata	Brucella_inopinata	0	0	0	0	0	0	0
Brucella_melitensis	Brucella_melitensis	0	0	0	0	0	0	0
Brucella_microti	NA	0	0	0	0	0	0	0
Brucella_microti_CCM_4915	Brucella_microti_CCM_4915	0	0	0	0	0	0	0
Brucella_ovis	NA	0	0	0	0	0	0	0
Brucella_ovis_ATCC_25840	Brucella_ovis_ATCC_25840	0	0	0	0	0	0	0
Brucella_pinnipedialis	NA	0	0	0	0	0	0	0
Brucella_sp._09RB8471	Brucella_sp._09RB8471	0	0.001	0	0	0	0	0
Brucella_sp._09RB8910	Brucella_sp._09RB8910	0	0.001	0	0	0	0	0
Brucella_sp._10RB9215	Brucella_sp._10RB9215	0	0.001	0	0	0	0	0
Brucella_sp._141012304	NA	0	0	0	0	0	0	0
Brucella_sp._2280	Brucella_sp._2280	0	0	0	0	0	0	0
Brucella_sp._BO2	Brucella_sp._BO2	0	0	0	0	0	0	0
Brucella_suis	Brucella_suis	0	0	0	0	0	0	0
Brucella_suis_bv._2	Brucella_suis_bv._2	0	0	0	0	0	0	0
Brucella_vulpis	NA	0	0	0	0	0	0	0
Brucellaceae	Pseudochrobactrum	0	0	0	0	0	0	0
Burkholderia_cepacia	Burkholderia_cepacia	0	0.001	0	0	0	0	0
Burkholderia_cepacia_ATCC_25416	Burkholderia_cepacia_ATCC_25416	0.001	0.002	0.001	0	0	0	0
Burkholderia_cepacia_JBK9	Burkholderia_cepacia_JBK9	0.001	0.002	0.001	0	0	0	0
Burkholderia_gladioli	Burkholderia_gladioli	0.002	0.006	0.002	0	0	0	0
Burkholderia_gladioli_BSR3	Burkholderia_gladioli_BSR3	0.001	0.001	0.001	0	0	0	0
