Taxon	Reference	AverageCoverage	Coverge_StandardDeviation	percCoveredHigher1	percCoveredHigher2	percCoveredHigher3	percCoveredHigher4	percCoveredHigher5
African_swine_fever_virus	NA	0	0	0	0	0	0	0
Aspergillus_fumigatus	NA	0	0	0	0	0	0	0
BK_virus_strain_AS	NA	0	0	0	0	0	0	0
BK_virus_strain_GS	NA	0	0	0	0	0	0	0
BK_virus_variant_RF	NA	0	0	0	0	0	0	0
Bacillus_anthracis	NA	0	0	0	0	0	0	0
Bacillus_bombysepticus_str._Wang	Bacillus_bombysepticus_str._Wang	0	0	0	0	0	0	0
Bacillus_cereus_Rock3-29	Bacillus_cereus_Rock3-29	0	0	0	0	0	0	0
Bacillus_cereus_Rock3-44	Bacillus_cereus_Rock3-44	0	0	0	0	0	0	0
Bacillus_cereus_group	Bacillus_pseudomycoides_DSM_12442	0	0	0	0	0	0	0
Bacillus_mycoides	Bacillus_mycoides	0	0	0	0	0	0	0
Bacillus_pseudomycoides	NA	0	0	0	0	0	0	0
Bacillus_pseudomycoides_DSM_12442	Bacillus_pseudomycoides_DSM_12442	0	0	0	0	0	0	0
Bacillus_thuringiensis_serovar_indiana	Bacillus_thuringiensis_serovar_indiana	0	0	0	0	0	0	0
Bacillus_tropicus	Bacillus_tropicus	0	0	0	0	0	0	0
Bartonella_bacilliformis	NA	0	0	0	0	0	0	0
Bartonella_henselae	Bartonella_henselae	0	0	0	0	0	0	0
Bartonella_quintana	NA	0	0	0	0	0	0	0
Blastomyces_dermatitidis	NA	0	0	0	0	0	0	0
Bordetella	Bordetella_bronchiseptica	0.001	0.003	0.001	0	0	0	0
Bordetella_avium_197N	Bordetella_avium_197N	0	0	0	0	0	0	0
Bordetella_bronchialis	Bordetella_bronchialis	0.001	0.002	0.001	0	0	0	0
Bordetella_bronchiseptica	Bordetella_bronchiseptica	0	0.001	0	0	0	0	0
Bordetella_flabilis	Bordetella_flabilis	0	0.001	0	0	0	0	0
Bordetella_genomosp._13	Bordetella_genomosp._13	0.001	0.002	0.001	0	0	0	0
Bordetella_genomosp._6	Bordetella_genomosp._6	0	0.001	0	0	0	0	0
Bordetella_genomosp._8	Bordetella_genomosp._8	0.001	0.001	0.001	0	0	0	0
Bordetella_genomosp._9	Bordetella_genomosp._9	0.001	0.002	0.001	0	0	0	0
Bordetella_hinzii	Bordetella_hinzii	0.001	0.001	0	0	0	0	0
Bordetella_holmesii	Bordetella_holmesii	0	0.001	0	0	0	0	0
Bordetella_parapertussis	Bordetella_parapertussis	0	0	0	0	0	0	0
Bordetella_pertussis	Bordetella_pertussis	0	0	0	0	0	0	0
Bordetella_pertussis_137	Bordetella_pertussis_137	0	0	0	0	0	0	0
Bordetella_pertussis_18323	Bordetella_pertussis_18323	0	0	0	0	0	0	0
Bordetella_petrii	Bordetella_petrii	0.001	0.001	0	0	0	0	0
Bordetella_pseudohinzii	Bordetella_pseudohinzii	0	0.001	0	0	0	0	0
Bordetella_sp._H567	Bordetella_sp._H567	0.001	0.002	0.001	0	0	0	0
Bordetella_sp._HZ20	NA	0	0	0	0	0	0	0
Bordetella_sp._N	Bordetella_sp._N	0	0.001	0	0	0	0	0
Bordetella_trematum	Bordetella_trematum	0	0.001	0	0	0	0	0
Borrelia	Borrelia_crocidurae_DOU	0	0	0	0	0	0	0
Borrelia_crocidurae	NA	0	0	0	0	0	0	0
Borrelia_miyamotoi_FR64b	Borrelia_miyamotoi	0	0	0	0	0	0	0
Borrelia_recurrentis	NA	0	0	0	0	0	0	0
Borreliaceae	Borrelia_turicatae_91E135	0	0	0	0	0	0	0
Borreliella_afzelii	NA	0	0	0	0	0	0	0
Borreliella_burgdorferi	NA	0	0	0	0	0	0	0
Borreliella_garinii	NA	0	0	0	0	0	0	0
Brucella	Brucella	0	0.001	0	0	0	0	0
Brucella_abortus	Brucella_abortus	0	0	0	0	0	0	0
Brucella_abortus_bv._6_str._870	Brucella_abortus_bv._6_str._870	0	0	0	0	0	0	0
Brucella_canis	NA	0	0	0	0	0	0	0
Brucella_melitensis	NA	0	0	0	0	0	0	0
Brucella_microti	NA	0	0	0	0	0	0	0
Brucella_ovis	NA	0	0	0	0	0	0	0
Brucella_pinnipedialis	NA	0	0	0	0	0	0	0
Brucella_sp._09RB8471	NA	0	0	0	0	0	0	0
Brucella_sp._09RB8910	Brucella_sp._09RB8910	0	0	0	0	0	0	0
Brucella_sp._10RB9215	Brucella_sp._10RB9215	0	0	0	0	0	0	0
Brucella_sp._141012304	NA	0	0	0	0	0	0	0
Brucella_sp._2280	Brucella_sp._2280	0	0	0	0	0	0	0
Brucella_sp._BO2	Brucella_sp._BO2	0	0	0	0	0	0	0
Brucella_suis	NA	0	0	0	0	0	0	0
Brucella_vulpis	NA	0	0	0	0	0	0	0
Brucellaceae	NA	0	0	0	0	0	0	0
Burkholderia_cepacia	Burkholderia_cepacia	0	0	0	0	0	0	0
Burkholderia_cepacia_ATCC_25416	Burkholderia_cepacia_ATCC_25416	0	0.001	0	0	0	0	0
Burkholderia_cepacia_JBK9	Burkholderia_cepacia_JBK9	0	0.001	0	0	0	0	0
Burkholderia_gladioli	Burkholderia_gladioli	0.001	0.001	0.001	0	0	0	0
Burkholderia_gladioli_BSR3	Burkholderia_gladioli_BSR3	0	0.001	0	0	0	0	0
Burkholderia_gladioli_pv._gladioli	Burkholderia_gladioli_pv._gladioli	0.001	0.001	0.001	0	0	0	0
Burkholderia_mallei	Burkholderia_mallei	0	0	0	0	0	0	0
Burkholderia_mallei_NCTC_10247	Burkholderia_mallei_NCTC_10247	0	0	0	0	0	0	0
Burkholderia_multivorans	Burkholderia_multivorans	0.001	0.001	0.001	0	0	0	0
Burkholderia_multivorans_ATCC_17616	Burkholderia_multivorans_ATCC_17616	0	0.001	0	0	0	0	0
Burkholderia_multivorans_ATCC_BAA-247	Burkholderia_multivorans_ATCC_BAA-247	0.001	0.001	0	0	0	0	0
Burkholderia_pseudomallei	Burkholderia_pseudomallei	0	0	0	0	0	0	0
Burkholderia_pseudomallei_1106b	Burkholderia_pseudomallei_1106b	0.04	0.075	0.04	0	0	0	0
Burkholderia_pseudomallei_1710a	Burkholderia_pseudomallei	0	0	0	0	0	0	0
Burkholderia_pseudomallei_1710b	Burkholderia_pseudomallei_1710b	0	0	0	0	0	0	0
Burkholderia_pseudomallei_B03	Burkholderia_pseudomallei_B03	0	0	0	0	0	0	0
Burkholderia_pseudomallei_MSHR1153	Burkholderia_pseudomallei	0	0	0	0	0	0	0
Burkholderia_pseudomallei_MSHR2543	Burkholderia_pseudomallei_MSHR2543	0	0	0	0	0	0	0
Burkholderia_pseudomallei_MSHR346	Burkholderia_pseudomallei_MSHR346	0	0	0	0	0	0	0
