Taxon	Reference	uniquePerReference	nonStacked	nonDuplicatesonReference	TotalAlignmentsOnReference	ReferenceLength
Actinobacillus_equuli	NA	0	0	0	0	0
Actinobacillus_pleuropneumoniae	NA	0	0	0	0	0
African_swine_fever_virus	NA	0	0	0	0	0
Aphthovirus	NA	0	0	0	0	0
Arcanobacterium_haemolyticum	Arcanobacterium_haemolyticum	0	0	2	2	1986154
Aspergillus_fumigatus	NA	0	0	0	0	0
Bartonella_bacilliformis	NA	0	0	0	0	0
Bartonella_henselae	NA	0	0	0	0	0
Bartonella_quintana	NA	0	0	0	0	0
Bartonella_quintana_RM-11	NA	0	0	0	0	0
Blastomyces_dermatitidis	NA	0	0	0	0	0
Bordetella_bronchialis	Bordetella_bronchialis	1	17	17	21	5878756
Bordetella_bronchiseptica	Bordetella_bronchiseptica	0.42	2	4	5	5200288
Bordetella_genomosp._13	Bordetella_genomosp._13	1	23	23	27	5380929
Bordetella_pertussis	Bordetella_pertussis	0.605	3	5	7	4104202
Bordetella_pertussis_137	Bordetella_pertussis	1	1	1	1	4112103
Bordetella_pertussis_18323	Bordetella_pertussis_18323	1	3	3	4	4043846
Bordetella_petrii	Bordetella_petrii	0.671	20	31	36	5287950
Bordetella_trematum	Bordetella_trematum	1	5	5	6	4518493
Borrelia_crocidurae	NA	0	0	0	0	0
Borrelia_recurrentis	NA	0	0	0	0	0
Borreliella_afzelii	NA	0	0	0	0	0
Borreliella_burgdorferi	NA	0	0	0	0	0
Borreliella_garinii	NA	0	0	0	0	0
Bovine_rhinitis_A_virus	NA	0	0	0	0	0
Brucella_abortus	Brucella	1	1	1	1	2645955
Brucella_abortus_bv._6_str._870	NA	0	0	0	0	0
Brucella_canis	NA	0	0	0	0	0
Brucella_melitensis	Brucella_melitensis	1	1	1	1	2125701
Brucella_melitensis_bv._2_str._63/9	NA	0	0	0	0	0
Brucella_microti	NA	0	0	0	0	0
Brucella_ovis	NA	0	0	0	0	0
Brucella_ovis_ATCC_25840	NA	0	0	0	0	0
Brucella_suis	NA	0	0	0	0	0
Brucella_suis_bv._2	NA	0	0	0	0	0
Burkholderia_cepacia	Burkholderia_cepacia	1	5	5	9	3397791
Burkholderia_cepacia_ATCC_25416	Burkholderia_cepacia_ATCC_25416	0.804	8	10	11	3396958
Burkholderia_cepacia_JBK9	Burkholderia_cepacia_JBK9	0.421	2	6	8	3400736
Burkholderia_gladioli	Burkholderia_gladioli	0.481	9	19	23	3905218
Burkholderia_gladioli_BSR3	Burkholderia_gladioli_BSR3	0.723	3	5	5	4413616
