Taxon	Reference	uniquePerReference	nonStacked	nonDuplicatesonReference	TotalAlignmentsOnReference	ReferenceLength
African_swine_fever_virus	NA	0	0	0	0	0
Aspergillus_fumigatus	NA	0	0	0	0	0
BK_virus_strain_AS	NA	0	0	0	0	0
BK_virus_strain_GS	NA	0	0	0	0	0
BK_virus_variant_RF	NA	0	0	0	0	0
Bacillus_albus	Bacillus_albus	1	1	1	1	5298275
Bacillus_anthracis	Bacillus_anthracis	1	1	1	1	5291783
Bacillus_cereus	Bacillus_cereus	1	2	2	3	300156
Bacillus_cereus_AH1272	Bacillus_cereus_AH1272	1	1	1	1	5789540
Bacillus_cereus_Rock1-3	Bacillus_cereus_Rock1-3	1	1	1	1	5859854
Bacillus_cereus_Rock3-28	Bacillus_cereus_Rock3-28	1	1	1	1	6041497
Bacillus_cereus_Rock3-44	Bacillus_cereus_Rock3-44	1	2	2	2	4999804
Bacillus_cereus_Rock4-18	Bacillus_cereus_Rock4-18	1	1	1	1	5923634
Bacillus_cereus_group	Bacillus_cereus_BDRD-ST196	0.86	21	23	32	5576566
Bacillus_cytotoxicus	Bacillus_cytotoxicus	1	5	5	5	4049237
Bacillus_mobilis	Bacillus_mobilis	1	2	2	4	5468285
Bacillus_mycoides	Bacillus_mycoides	1	7	7	7	5245175
Bacillus_nitratireducens	Bacillus_nitratireducens	1	2	2	3	5138923
Bacillus_pacificus	Bacillus_pacificus	1	3	3	3	5252926
Bacillus_pseudomycoides	Bacillus_pseudomycoides	1	4	4	7	5228024
Bacillus_pseudomycoides_DSM_12442	Bacillus_pseudomycoides_DSM_12442	0.822	8	10	15	5782514
Bacillus_sp._ABP14	NA	1	1	1	1	6468885
Bacillus_thuringiensis	Bacillus_thuringiensis	0	0	2	2	5327397
Bacillus_thuringiensis_HD-771	Bacillus_thuringiensis	1	1	1	1	5427105
Bacillus_thuringiensis_serovar_galleriae	NA	1	1	1	1	5327848
Bacillus_thuringiensis_serovar_israelensis	NA	1	1	1	1	3937850
Bacillus_tropicus	Bacillus_tropicus	1	1	1	1	5246960
Bacillus_wiedmannii	Bacillus_wiedmannii	1	4	4	7	5513922
Bartonella_bacilliformis	NA	0	0	0	0	0
Bartonella_henselae	Bartonella_henselae	1	2	2	2	1963796
Bartonella_quintana	Bartonella_quintana	1	1	1	1	1650124
Blastomyces_dermatitidis	NA	0	0	0	0	0
Bordetella	Bordetella_bronchiseptica	0.834	126	156	186	5211648
Bordetella_avium_197N	Bordetella_avium_197N	0.98	13	15	17	3732255
Bordetella_bronchialis	Bordetella_bronchialis	0.928	123	134	158	5878756
Bordetella_bronchiseptica	Bordetella_bronchiseptica	0.891	46	52	62	5081368
Bordetella_flabilis	Bordetella_flabilis	0.809	119	148	169	5835727
Bordetella_genomosp._13	Bordetella_genomosp._13	0.904	147	165	201	5380929
Bordetella_genomosp._6	Bordetella_genomosp._6	0.944	45	49	64	5163295
Bordetella_genomosp._8	Bordetella_genomosp._8	0.869	87	107	122	6167536
Bordetella_genomosp._9	Bordetella_genomosp._9	0.901	93	108	136	4587366
Bordetella_hinzii	Bordetella_hinzii	0.838	86	104	117	4885078
Bordetella_holmesii	Bordetella_holmesii	0.89	29	34	43	3696713
Bordetella_parapertussis	Bordetella_parapertussis	1	9	9	13	4773923
Bordetella_pertussis	Bordetella_pertussis	1	15	15	18	4134432
Bordetella_pertussis_137	Bordetella_pertussis	1	5	5	5	4122686
Bordetella_pertussis_18323	Bordetella_pertussis_18323	1	6	6	8	4043846
Bordetella_petrii	Bordetella_petrii	0.962	128	136	166	5287950
Bordetella_pseudohinzii	Bordetella_pseudohinzii	0.954	89	93	113	4490371
Bordetella_sp._H567	Bordetella_sp._H567	0.886	115	137	162	5532470
Bordetella_sp._HZ20	NA	0	0	0	0	0
Bordetella_sp._N	Bordetella_sp._N	0.858	82	96	111	6989698
Bordetella_trematum	Bordetella_trematum	0.946	62	66	86	4480141
Borrelia	Borrelia	0	0	2	2	918483
Borrelia_anserina	Borrelia_anserina	0	0	2	2	906429
Borrelia_coriaceae_ATCC_43381	Borrelia_coriaceae	1	1	1	1	920509
Borrelia_crocidurae	NA	0	0	0	0	0
Borrelia_miyamotoi_FR64b	Borrelia_miyamotoi	1	1	1	1	904095
Borrelia_parkeri	Borrelia_parkeri	1	1	1	1	926405
Borrelia_recurrentis	NA	0	0	0	0	0
Borrelia_recurrentis_A1	Borrelia_recurrentis_A1	1	1	1	1	930981
Borreliaceae	Borreliella_bavariensis_PBi	0.188	1	5	6	905817
Borreliella	Borreliella	1	1	1	1	904387
Borreliella_afzelii	NA	0	0	0	0	0
Borreliella_afzelii_K78	Borreliella_afzelii_K78	1	1	1	1	905949
Borreliella_burgdorferi	NA	0	0	0	0	0
Borreliella_garinii	NA	0	0	0	0	0
Brucella	Brucella	1	22	22	25	2682891
Brucella_abortus	NA	0	0	0	0	0
Brucella_abortus_bv._6_str._870	Brucella_abortus_bv._6_str._870	0	0	2	2	1157058
Brucella_canis	NA	0	0	0	0	0
Brucella_inopinata	Brucella_inopinata	1	2	2	2	2145953
Brucella_melitensis	NA	0	0	0	0	0
Brucella_melitensis_bv._2_str._63/9	NA	1	1	1	1	3715454
Brucella_microti	NA	0	0	0	0	0
Brucella_microti_CCM_4915	Brucella_microti_CCM_4915	1	1	1	1	2117050
Brucella_ovis	NA	0	0	0	0	0
Brucella_pinnipedialis	NA	0	0	0	0	0
Brucella_sp._09RB8471	Brucella_sp._09RB8471	1	1	1	1	2191354
Brucella_sp._09RB8910	Brucella_sp._09RB8910	1	3	3	3	2280827
Brucella_sp._10RB9215	Brucella_sp._10RB9215	1	4	4	5	2256786
Brucella_sp._141012304	NA	0	0	0	0	0
Brucella_sp._2280	Brucella_sp._2280	1	3	3	3	2268175
Brucella_sp._BO2	Brucella_sp._BO2	1	2	2	3	1598747
Brucella_suis	NA	0	0	0	0	0
Brucella_suis_bv._2	Brucella	1	1	1	1	1176207
Brucella_vulpis	NA	0	0	0	0	0
Brucellaceae	Pseudochrobactrum	1	3	3	3	3432145
Burkholderia_cepacia	Burkholderia_cepacia	0.856	27	32	36	3683734
Burkholderia_cepacia_ATCC_25416	Burkholderia_cepacia_ATCC_25416	0.942	30	32	36	3781435
Burkholderia_cepacia_JBK9	Burkholderia_cepacia_JBK9	0.841	38	44	60	3790084
Burkholderia_gladioli	Burkholderia_gladioli	0.881	80	90	97	4272194
Burkholderia_gladioli_BSR3	Burkholderia_gladioli_BSR3	0.892	25	29	34	4413616
Burkholderia_gladioli_pv._gladioli	Burkholderia_gladioli_pv._gladioli	0.89	60	66	78	4209407
Burkholderia_mallei	Burkholderia_mallei	1	3	3	5	3509051
Burkholderia_mallei_NCTC_10229	Burkholderia_mallei_NCTC_10229	1	1	1	1	3458208
Burkholderia_mallei_NCTC_10247	Burkholderia_mallei_NCTC_10247	1	1	1	1	2352693
Burkholderia_multivorans	Burkholderia_multivorans	0.977	79	81	99	3603686
Burkholderia_multivorans_ATCC_17616	Burkholderia_multivorans_ATCC_17616	0.874	57	65	80	3448421
Burkholderia_multivorans_ATCC_BAA-247	Burkholderia_multivorans_ATCC_BAA-247	0.924	51	57	67	3428264
Burkholderia_pseudomallei	Burkholderia_pseudomallei	0.29	6	29	33	3267160
Burkholderia_pseudomallei_1106b	Burkholderia_pseudomallei	1	1	1	1	3287088
Burkholderia_pseudomallei_1710a	Burkholderia_pseudomallei	1	2	2	2	3199869
Burkholderia_pseudomallei_1710b	Burkholderia_pseudomallei_1710b	0.749	3	5	6	3181762
Burkholderia_pseudomallei_7894	Burkholderia_pseudomallei_7894	0.761	3	5	5	3260260
Burkholderia_pseudomallei_B03	Burkholderia_pseudomallei_B03	0.476	4	8	9	4008750
Burkholderia_pseudomallei_MSHR1153	Burkholderia_pseudomallei_MSHR1153	0.228	0	2	2	4032226
Burkholderia_pseudomallei_MSHR2543	Burkholderia_pseudomallei_MSHR2543	0.294	3	9	10	3205965
Burkholderia_pseudomallei_MSHR346	Burkholderia_pseudomallei_MSHR346	1	3	3	3	4098576
Burkholderia_pseudomallei_MSHR435	Burkholderia_pseudomallei_MSHR435	0.41	1	3	4	3837469
Burkholderia_pseudomallei_NCTC_13179	Burkholderia_pseudomallei_NCTC_13179	0.478	7	15	17	3997089
Burkholderia_pseudomallei_Pasteur_52237	Burkholderia_pseudomallei_Pasteur_52237	1	1	1	1	4140573
Burkholderia_sp._OLGA172	NA	0	0	0	0	0
Campylobacter_coli	Campylobacter_coli	1	1	1	1	1688064
Campylobacter_gracilis	Campylobacter_gracilis	0	0	2	2	2281730
Campylobacter_showae	Campylobacter_showae	0.448	1	3	3	2097887
Chlamydia_abortus	NA	0	0	0	0	0
Chlamydia_caviae	NA	0	0	0	0	0
Chlamydia_felis	NA	0	0	0	0	0
Chlamydia_muridarum	NA	0	0	0	0	0
Chlamydia_pecorum	NA	0	0	0	0	0
Chlamydia_pneumoniae	NA	0	0	0	0	0
Chlamydia_pneumoniae_AR39	NA	1	1	1	1	7795793
Chlamydia_psittaci	NA	0	0	0	0	0
Chlamydia_trachomatis	NA	0	0	0	0	0
Clostridium	Clostridium_botulinum	1	6	6	8	3841378
Clostridium_acetobutylicum	Clostridium_acetobutylicum	0	0	2	2	3957627
Clostridium_acetobutylicum_EA_2018	Clostridium_acetobutylicum_EA_2018	1	1	1	1	3940230
Clostridium_argentinense	Clostridium_argentinense	1	6	6	7	4662988
Clostridium_baratii	Clostridium_baratii	1	2	2	2	3091050
Clostridium_baratii_str._Sullivan	Clostridium_baratii_str._Sullivan	1	4	4	4	3153266
Clostridium_beijerinckii	Clostridium_beijerinckii	1	1	1	1	6485394
Clostridium_bornimense	Clostridium_bornimense	1	1	1	1	2917864
