Taxon	Reference	uniquePerReference	nonStacked	nonDuplicatesonReference	TotalAlignmentsOnReference	ReferenceLength
African_swine_fever_virus	NA	0	0	0	0	0
Aspergillus_fumigatus	NA	0	0	0	0	0
BK_virus_strain_AS	NA	0	0	0	0	0
BK_virus_strain_GS	NA	0	0	0	0	0
BK_virus_variant_RF	NA	0	0	0	0	0
Bacillus_anthracis	Bacillus_anthracis	1	1	1	1	5291783
Bacillus_cereus	Bacillus_cereus_AH1272	1	2	2	2	5789540
Bacillus_cereus_AH1273	Bacillus_cereus_AH1273	0	0	2	2	5790501
Bacillus_cereus_Rock3-28	Bacillus_cereus_Rock3-28	1	1	1	4	6041497
Bacillus_cereus_Rock3-44	Bacillus_cereus_Rock3-44	1	2	2	2	4999804
Bacillus_cereus_group	Bacillus_thuringiensis_serovar_monterrey_BGSC_4AJ1	1	8	8	9	6489024
Bacillus_cytotoxicus	Bacillus_cytotoxicus	1	2	2	3	4220037
Bacillus_luti	Bacillus_luti	1	1	1	1	5202942
Bacillus_mycoides	Bacillus_mycoides	1	3	3	3	5462895
Bacillus_nitratireducens	Bacillus_nitratireducens	1	1	1	1	5056959
Bacillus_pseudomycoides	Bacillus_pseudomycoides	1	7	7	9	5126466
Bacillus_pseudomycoides_DSM_12442	Bacillus_pseudomycoides_DSM_12442	0.483	3	8	12	5782514
Bacillus_sp._HBCD-sjtu	Bacillus_sp._HBCD-sjtu	1	2	2	2	5230501
Bacillus_thuringiensis	Bacillus_thuringiensis	1	1	1	1	5500615
Bacillus_thuringiensis_HD-771	Bacillus_thuringiensis	0	0	2	2	5427105
Bacillus_thuringiensis_serovar_monterrey_BGSC_4AJ1	Bacillus_thuringiensis_serovar_monterrey_BGSC_4AJ1	1	2	2	2	6489024
Bacillus_wiedmannii	Bacillus_wiedmannii	0.008	0	6	10	5239489
Bartonella_bacilliformis	Bartonella_bacilliformis	0	0	2	2	1443410
Bartonella_henselae	Bartonella_henselae	0.289	1	4	4	1963796
Bartonella_quintana	NA	0	0	0	0	0
Bartonella_quintana_RM-11	Bartonella_quintana	1	1	1	1	1588683
Blastomyces_dermatitidis	NA	0	0	0	0	0
Bordetella	Bordetella_bronchiseptica	0.472	64	146	170	5211648
Bordetella_avium_197N	Bordetella_avium_197N	0.783	16	21	28	3732255
Bordetella_bronchialis	Bordetella_bronchialis	0.554	56	113	131	5878756
Bordetella_bronchiseptica	Bordetella_bronchiseptica	0.648	32	50	58	5081368
Bordetella_flabilis	Bordetella_flabilis	0.69	74	110	123	5835727
Bordetella_genomosp._13	Bordetella_genomosp._13	0.635	85	144	174	5380929
Bordetella_genomosp._6	Bordetella_genomosp._6	0.557	41	76	89	5163295
Bordetella_genomosp._8	Bordetella_genomosp._8	0.648	55	88	105	6167536
Bordetella_genomosp._9	Bordetella_genomosp._9	0.618	44	78	93	4587366
Bordetella_hinzii	Bordetella_hinzii	0.564	52	101	125	4885078
Bordetella_holmesii	Bordetella_holmesii	0.711	11	16	18	3696713
Bordetella_parapertussis	Bordetella_parapertussis	0.857	8	10	11	4773923
Bordetella_pertussis	Bordetella_pertussis	0.537	12	22	28	4129017
Bordetella_pertussis_137	Bordetella_pertussis_137	0.724	5	7	8	4134593
Bordetella_pertussis_18323	Bordetella_pertussis_18323	1	6	6	7	4043846
Bordetella_petrii	Bordetella_petrii	0.637	60	94	109	5287950
Bordetella_pseudohinzii	Bordetella_pseudohinzii	0.367	25	78	93	4490371
Bordetella_sp._H567	Bordetella_sp._H567	0.61	69	116	132	5532470
Bordetella_sp._HZ20	NA	0	0	0	0	0
Bordetella_sp._N	Bordetella_sp._N	0.606	47	85	108	6989698
Bordetella_trematum	Bordetella_trematum	0.546	34	66	79	4518493
Borrelia	Borrelia	1	1	1	1	952250
Borrelia_anserina_BA2	Borrelia_anserina_BA2	1	1	1	1	904790
Borrelia_crocidurae	NA	0	0	0	0	0
Borrelia_hermsii	Borrelia_hermsii_YOR	1	1	1	1	919292
Borrelia_miyamotoi	Borrelia_miyamotoi	1	1	1	1	906339
Borrelia_recurrentis	NA	0	0	0	0	0
Borrelia_sp._HM	Borrelia_sp._HM	1	1	1	1	914768
Borrelia_venezuelensis	Borrelia_venezuelensis	1	1	1	1	926328
Borreliaceae	Borreliella_valaisiana_VS116	1	3	3	5	913294
Borreliella	Borreliella_burgdorferi_B31	1	3	3	4	910724
Borreliella_afzelii	NA	0	0	0	0	0
Borreliella_burgdorferi	Borreliella_burgdorferi	1	1	1	1	909921
Borreliella_garinii	NA	0	0	0	0	0
Borreliella_valaisiana	Borreliella_valaisiana_VS116	1	1	1	1	913294
Borreliella_valaisiana_VS116	Borreliella_valaisiana_VS116	1	1	1	3	913294
Brucella	Brucella	0.764	38	52	62	2682891
Brucella_abortus	Brucella_abortus	1	2	2	3	1163326
Brucella_abortus_bv._6_str._870	Brucella_abortus_bv._6_str._870	1	2	2	3	2124096
Brucella_canis	Brucella_canis	1	1	1	1	2105958
Brucella_inopinata	Brucella_inopinata	1	5	5	6	2145953
Brucella_melitensis	Brucella_melitensis	1	1	1	1	2125701
Brucella_microti	NA	0	0	0	0	0
Brucella_ovis	NA	0	0	0	0	0
Brucella_ovis_ATCC_25840	Brucella_ovis_ATCC_25840	0.161	1	7	9	1164220
Brucella_pinnipedialis	NA	0	0	0	0	0
Brucella_sp._09RB8471	Brucella_sp._09RB8471	1	5	5	5	2191354
Brucella_sp._09RB8910	Brucella_sp._09RB8910	1	10	10	11	2280827
Brucella_sp._10RB9215	Brucella_sp._10RB9215	0.597	3	6	7	2256786
Brucella_sp._141012304	NA	0	0	0	0	0
Brucella_sp._2280	Brucella_sp._2280	1	2	2	2	2268175
Brucella_sp._BO2	Brucella_sp._BO2	1	6	6	9	1691925
Brucella_suis	NA	1	1	1	1	5158483
Brucella_vulpis	NA	0	0	0	0	0
Brucellaceae	Pseudochrobactrum	1	1	1	1	3432145
Burkholderia_cepacia	Burkholderia_cepacia	0.763	27	36	46	3808121
Burkholderia_cepacia_ATCC_25416	Burkholderia_cepacia_ATCC_25416	0.879	47	55	66	3781435
Burkholderia_cepacia_JBK9	Burkholderia_cepacia_JBK9	0.779	42	56	66	3790084
Burkholderia_gladioli	Burkholderia_gladioli_BSR3	0.724	145	210	246	4413616
Burkholderia_gladioli_BSR3	Burkholderia_gladioli_BSR3	0.792	50	68	85	4413616
Burkholderia_gladioli_pv._gladioli	Burkholderia_gladioli_pv._gladioli	0.619	93	153	189	4668350
Burkholderia_mallei	Burkholderia_mallei	0.198	1	5	8	3509051
Burkholderia_mallei_NCTC_10229	Burkholderia_mallei_NCTC_10229	1	2	2	2	2284095
Burkholderia_mallei_NCTC_10247	Burkholderia_mallei_NCTC_10247	1	1	1	1	3495687
Burkholderia_multivorans	Burkholderia_multivorans	0.801	98	123	145	3432204
Burkholderia_multivorans_ATCC_17616	Burkholderia_multivorans_ATCC_17616	0.87	75	88	102	3448421
Burkholderia_multivorans_ATCC_BAA-247	Burkholderia_multivorans_ATCC_BAA-247	0.915	100	109	124	3428264
Burkholderia_pseudomallei	Burkholderia_pseudomallei	0.864	22	26	29	3269674
Burkholderia_pseudomallei_1106b	Burkholderia_pseudomallei_1106b	1	2	2	2	3117868
Burkholderia_pseudomallei_1710b	Burkholderia_pseudomallei_1710b	0.211	1	5	5	4126292
Burkholderia_pseudomallei_7894	Burkholderia_pseudomallei_7894	0.241	2	9	12	3260260
Burkholderia_pseudomallei_B03	Burkholderia_pseudomallei_B03	0.552	4	7	11	4008750
Burkholderia_pseudomallei_MSHR1153	Burkholderia_pseudomallei_MSHR1153	0.717	5	7	7	4032226
Burkholderia_pseudomallei_MSHR2543	Burkholderia_pseudomallei_MSHR2543	1	2	2	3	4240604
Burkholderia_pseudomallei_MSHR346	Burkholderia_pseudomallei_MSHR346	1	6	6	7	4098576
Burkholderia_pseudomallei_MSHR435	Burkholderia_pseudomallei_MSHR435	1	2	2	2	3837469
Burkholderia_pseudomallei_NCTC_13179	Burkholderia_pseudomallei_NCTC_13179	1	3	3	3	3997089
Burkholderia_pseudomallei_Pasteur_52237	Burkholderia_pseudomallei	0	0	2	2	3248554
Burkholderia_sp._OLGA172	NA	0	0	0	0	0
Campylobacter_coli	Campylobacter_coli	1	1	1	1	1841551
Campylobacter_gracilis	Campylobacter_gracilis	1	3	3	3	2281730
Campylobacter_showae	NA	0	0	0	0	0
Candidatus_Borrelia_tachyglossi	Candidatus_Borrelia_tachyglossi	1	1	1	1	937305
Chlamydia_abortus	NA	0	0	0	0	0
Chlamydia_caviae	NA	0	0	0	0	0
Chlamydia_felis	NA	0	0	0	0	0
Chlamydia_muridarum	NA	0	0	0	0	0
Chlamydia_pecorum	NA	0	0	0	0	0
Chlamydia_pneumoniae	NA	0	0	0	0	0
Chlamydia_psittaci	Chlamydia_psittaci	0	0	2	2	1166857
Chlamydia_trachomatis	NA	0	0	0	0	0
Clostridium	Clostridium_chauvoei	0.892	18	22	30	2872664
Clostridium_aceticum	Clostridium_aceticum	0.29	1	4	4	4201318
Clostridium_argentinense	Clostridium_argentinense	0.478	3	6	7	4662988
Clostridium_baratii	Clostridium_baratii	1	7	7	7	3091050
Clostridium_baratii_str._Sullivan	Clostridium_baratii	1	4	4	4	3091050
Clostridium_beijerinckii	Clostridium_beijerinckii	1	1	1	1	6383364
Clostridium_beijerinckii_NRRL_B-598	Clostridium_beijerinckii_NRRL_B-598	1	2	2	2	6186993
Clostridium_bornimense	Clostridium_bornimense	1	5	5	5	2917864
Clostridium_botulinum	Clostridium_botulinum	1	4	4	6	4235583
Clostridium_botulinum_202F	Clostridium_botulinum_202F	1	5	5	8	3874462
Clostridium_botulinum_A	NA	1	1	1	1	5602542
