Taxon	Reference	uniquePerReference	nonStacked	nonDuplicatesonReference	TotalAlignmentsOnReference	ReferenceLength
Actinobacillus_equuli	NA	0	0	0	0	0
Actinobacillus_pleuropneumoniae	Actinobacillus_pleuropneumoniae	1	1	1	1	2409072
African_swine_fever_virus	NA	0	0	0	0	0
Aphthovirus	NA	0	0	0	0	0
Arcanobacterium_haemolyticum	Arcanobacterium_haemolyticum	1	1	1	1	1988850
Aspergillus_fumigatus	NA	0	0	0	0	0
Bartonella_bacilliformis	NA	0	0	0	0	0
Bartonella_henselae	NA	0	0	0	0	0
Bartonella_quintana	NA	0	0	0	0	0
Bartonella_quintana_RM-11	Bartonella_quintana	0	0	2	2	1650124
Blastomyces_dermatitidis	NA	0	0	0	0	0
Bordetella_bronchialis	Bordetella_bronchialis	0.847	8	10	11	5878756
Bordetella_bronchiseptica	Bordetella_bronchiseptica	0.619	4	6	6	5081368
Bordetella_genomosp._13	Bordetella_genomosp._13	1	17	17	20	5380929
Bordetella_pertussis	Bordetella_pertussis	1	3	3	3	4102575
Bordetella_petrii	Bordetella_petrii	1	12	12	12	5287950
Bordetella_trematum	Bordetella_trematum	0.727	4	6	7	4518493
Borrelia_crocidurae	Borrelia_crocidurae_DOU	1	1	1	1	916000
Borrelia_recurrentis	NA	0	0	0	0	0
Borreliella_afzelii	NA	0	0	0	0	0
Borreliella_burgdorferi	NA	0	0	0	0	0
Borreliella_garinii	NA	0	0	0	0	0
Bovine_rhinitis_A_virus	NA	0	0	0	0	0
Brucella_abortus	NA	0	0	0	0	0
Brucella_canis	NA	0	0	0	0	0
Brucella_melitensis	NA	0	0	0	0	0
Brucella_microti	NA	0	0	0	0	0
Brucella_ovis	NA	0	0	0	0	0
Brucella_suis	NA	0	0	0	0	0
Burkholderia_cepacia	Burkholderia_cepacia	0.477	223	542	652	3728457
Burkholderia_cepacia_ATCC_25416	Burkholderia_cepacia_ATCC_25416	0.422	314	922	1101	3781435
Burkholderia_cepacia_JBK9	Burkholderia_cepacia_JBK9	0.431	339	949	1078	3790084
Burkholderia_gladioli	Burkholderia_gladioli	0.483	224	536	649	4171651
Burkholderia_gladioli_BSR3	Burkholderia_gladioli_BSR3	0.527	79	165	201	4413616
Burkholderia_gladioli_pv._gladioli	Burkholderia_gladioli_pv._gladioli	0.582	147	276	326	4668533
Burkholderia_mallei	Burkholderia_mallei	0.599	5	10	10	3507358
