Taxon	Reference	uniquePerReference	nonStacked	nonDuplicatesonReference	TotalAlignmentsOnReference	ReferenceLength
Actinobacillus_equuli	NA	0	0	0	0	0
Actinobacillus_pleuropneumoniae	Actinobacillus_pleuropneumoniae_serovar_4_str._M62	1	1	1	1	2335268
Actinobacillus_pleuropneumoniae_serovar_4_str._M62	Actinobacillus_pleuropneumoniae_serovar_4_str._M62	1	1	1	1	2335268
African_swine_fever_virus	NA	0	0	0	0	0
Aphthovirus	NA	0	0	0	0	0
Arcanobacterium_haemolyticum	Arcanobacterium_haemolyticum	1	2	2	2	1986154
Aspergillus_fumigatus	NA	0	0	0	0	0
Bartonella_bacilliformis	NA	0	0	0	0	0
Bartonella_henselae	NA	0	0	0	0	0
Bartonella_quintana	NA	0	0	0	0	0
Blastomyces_dermatitidis	NA	0	0	0	0	0
Bordetella_bronchialis	Bordetella_bronchialis	0.676	82	126	148	5878756
Bordetella_bronchiseptica	Bordetella_bronchiseptica	0.727	32	48	57	5081368
Bordetella_genomosp._13	Bordetella_genomosp._13	0.848	118	144	165	5380929
Bordetella_pertussis	Bordetella_pertussis	0.923	17	19	22	4111050
Bordetella_pertussis_137	Bordetella_pertussis_137	1	5	5	6	4134593
Bordetella_pertussis_18323	Bordetella_pertussis_18323	0.799	6	8	10	4043846
Bordetella_petrii	Bordetella_petrii	0.723	77	109	138	5287950
Bordetella_trematum	Bordetella_trematum	0.702	44	67	80	4518493
Borrelia_crocidurae	NA	0	0	0	0	0
Borrelia_recurrentis	NA	0	0	0	0	0
Borreliella_afzelii	NA	0	0	0	0	0
Borreliella_burgdorferi	NA	0	0	0	0	0
Borreliella_garinii	NA	0	0	0	0	0
Borreliella_garinii_BgVir	Borreliella_garinii_BgVir	1	1	1	1	905534
Bovine_rhinitis_A_virus	NA	0	0	0	0	0
Brucella_abortus	Brucella_abortus	1	1	1	1	2125180
Brucella_canis	NA	0	0	0	0	0
Brucella_melitensis	NA	0	0	0	0	0
Brucella_microti	NA	0	0	0	0	0
Brucella_ovis	NA	0	0	0	0	0
Brucella_suis	Brucella_suis	1	1	1	1	1902870
Burkholderia_cepacia	Burkholderia_cepacia	0.711	27	38	42	3683734
Burkholderia_cepacia_ATCC_25416	Burkholderia_cepacia_ATCC_25416	0.619	14	22	27	3396958
Burkholderia_cepacia_JBK9	Burkholderia_cepacia_JBK9	0.682	24	36	46	3790084
Burkholderia_gladioli	Burkholderia_gladioli	0.731	68	103	126	4171651
Burkholderia_gladioli_BSR3	Burkholderia_gladioli_BSR3	0.837	41	52	60	4413616
Burkholderia_gladioli_pv._gladioli	Burkholderia_gladioli_pv._gladioli	0.593	45	88	107	4668533
Burkholderia_mallei	Burkholderia_mallei	0.65	3	5	7	2093560
Burkholderia_mallei_NCTC_10247	NA	0	0	2	2	5136364
Burkholderia_multivorans	Burkholderia_multivorans	0.833	43	55	67	3559579
Burkholderia_multivorans_ATCC_17616	Burkholderia_multivorans_ATCC_17616	0.623	21	32	36	3448421
Burkholderia_multivorans_ATCC_BAA-247	Burkholderia_multivorans_ATCC_BAA-247	0.67	29	51	55	3428264
Burkholderia_pseudomallei	Burkholderia_pseudomallei	0.82	18	23	31	3138445
Burkholderia_pseudomallei_1106b	Burkholderia_pseudomallei_1106b	1	7	7	7	3117868
Burkholderia_pseudomallei_1710a	Burkholderia_pseudomallei	1	2	2	2	4125094
Burkholderia_pseudomallei_1710b	Burkholderia_pseudomallei_1710b	1	5	5	6	4126292
Burkholderia_pseudomallei_7894	Burkholderia_pseudomallei_7894	0.642	5	9	12	3260260
Burkholderia_pseudomallei_B03	Burkholderia_pseudomallei_B03	0.7	4	6	6	4008750
Burkholderia_pseudomallei_MSHR1153	Burkholderia_pseudomallei_MSHR1153	0.555	2	5	6	4032226
Burkholderia_pseudomallei_MSHR2543	Burkholderia_pseudomallei_MSHR2543	0.694	3	5	6	4240604
Burkholderia_pseudomallei_MSHR346	Burkholderia_pseudomallei_MSHR346	1	4	4	5	4098576
Burkholderia_pseudomallei_MSHR435	Burkholderia_pseudomallei_MSHR435	0.727	4	6	7	3295773
Burkholderia_pseudomallei_NCTC_13179	Burkholderia_pseudomallei_NCTC_13179	1	5	5	5	3340068
Burkholderia_pseudomallei_Pasteur_52237	Burkholderia_pseudomallei_Pasteur_52237	0.294	3	11	14	4140573
Campylobacter_coli	NA	0	0	0	0	0
Campylobacter_fetus	Campylobacter_fetus_subsp._fetus	0.182	0	2	2	1849237
Campylobacter_gracilis	Campylobacter_gracilis	1	3	3	3	2281652
Campylobacter_showae	Campylobacter_showae	1	2	2	6	2097887
Canine_morbillivirus	NA	0	0	0	0	0
Chlamydia_abortus	NA	0	0	0	0	0
Chlamydia_caviae	NA	0	0	0	0	0
Chlamydia_felis	NA	0	0	0	0	0
Chlamydia_muridarum	NA	0	0	0	0	0
Chlamydia_pecorum	NA	0	0	0	0	0
Chlamydia_pecorum_P787	Chlamydia_pecorum_P787	0	0	2	2	1106409
Chlamydia_pneumoniae	NA	0	0	0	0	0
Chlamydia_psittaci	NA	0	0	0	0	0
Chlamydia_suis	Chlamydia_suis	1	1	1	1	1101914
Chlamydia_trachomatis	NA	0	0	0	0	0
Corynebacterium_ammoniagenes	Corynebacterium_ammoniagenes	0.731	4	6	8	2808265
Corynebacterium_amycolatum	Corynebacterium_amycolatum	0.209	1	6	7	2802624
Corynebacterium_bovis	Corynebacterium_bovis	0.732	38	54	67	2600540
Corynebacterium_crudilactis	Corynebacterium_crudilactis	1	1	1	1	3047373
Corynebacterium_diphtheriae	Corynebacterium_diphtheriae	1	2	2	3	2463627
Corynebacterium_diphtheriae_NCTC_13129	Corynebacterium_diphtheriae	0	0	2	2	2385153
Corynebacterium_jeikeium	Corynebacterium_jeikeium	0.71	8	11	12	2414649
Corynebacterium_jeikeium_K411	Corynebacterium_jeikeium_K411	0.52	9	18	24	2462499
Corynebacterium_kroppenstedtii	Corynebacterium_kroppenstedtii	0	0	2	2	2446807
Corynebacterium_kroppenstedtii_DSM_44385	Corynebacterium_kroppenstedtii_DSM_44385	1	6	6	8	2446804
Corynebacterium_maris	NA	0	0	0	0	0
Corynebacterium_maris_DSM_45190	Corynebacterium_maris_DSM_45190	0.738	31	42	51	2787574
Corynebacterium_matruchotii	Corynebacterium_matruchotii	0.375	6	15	19	2878842
Corynebacterium_minutissimum	Corynebacterium_minutissimum	0.761	7	10	11	2696013
Corynebacterium_pseudotuberculosis	Corynebacterium_pseudotuberculosis	0.329	1	4	4	2338300
Corynebacterium_renale	Corynebacterium_renale	0.551	3	5	5	2335089
Corynebacterium_segmentosum	Corynebacterium_segmentosum	0.373	3	9	9	2373440
Corynebacterium_sphenisci	NA	0	0	0	0	0
Corynebacterium_sphenisci_DSM_44792	Corynebacterium_sphenisci_DSM_44792	0.657	71	110	126	2594799
Corynebacterium_stationis	Corynebacterium_stationis	0.84	12	18	20	2853666
Corynebacterium_striatum	Corynebacterium_striatum	0.577	7	15	20	2948781
Corynebacterium_urealyticum	Corynebacterium_urealyticum	0.529	15	31	34	2377532
Corynebacterium_ureicelerivorans	Corynebacterium_ureicelerivorans	0.703	23	34	39	2279990
Corynebacterium_xerosis	Corynebacterium_xerosis	0.559	47	81	99	2738835
Cowpox_virus	NA	0	0	0	0	0
Coxiella_burnetii	Coxiella_burnetii	1	4	4	5	1969224
Coxiella_burnetii_Dugway_5J108-111	Coxiella_burnetii	1	1	1	1	1962490
Cryptosporidium	NA	0	0	0	0	0
Cryptosporidium_parvum	NA	0	0	0	0	0
Deltaretrovirus	NA	0	0	0	0	0
Ehrlichia_canis	NA	0	0	0	0	0
Ehrlichia_canis_str._Jake	Ehrlichia_canis_str._Jake	0.368	1	3	3	1315030
Enterococcus_avium	Enterococcus_avium	1	1	1	1	3623727
Enterococcus_casseliflavus	Enterococcus_casseliflavus	1	1	1	3	3784641
Enterococcus_cecorum	Enterococcus_cecorum	1	3	3	3	2437293
Enterococcus_durans	Enterococcus_durans	0.282	0	2	3	2867028
Enterococcus_faecalis	NA	0	0	0	0	0
Enterococcus_faecalis_62	Enterococcus_faecalis	1	1	1	1	3091662
Enterococcus_faecium	Enterococcus_faecium	1	1	1	1	2877824
Enterococcus_hirae	NA	0	0	0	0	0
Enterococcus_hirae_ATCC_9790	Enterococcus_hirae	1	2	2	2	2886481
Enterococcus_mundtii	NA	0	0	0	0	0
Enterovirus_B	NA	0	0	0	0	0
Epizootic_hemorrhagic_disease_virus_(serotype_1_/_strain_New_Jersey)	NA	0	0	0	0	0
Equine_rhinitis_A_virus	NA	0	0	0	0	0
Erysipelothrix_rhusiopathiae	Erysipelothrix_rhusiopathiae	1	1	1	3	1778058
