Taxon	Reference	uniquePerReference	nonStacked	nonDuplicatesonReference	TotalAlignmentsOnReference	ReferenceLength
Actinobacillus_equuli	Actinobacillus_equuli	0.967	85	89	102	2451991
Actinobacillus_pleuropneumoniae	Actinobacillus_pleuropneumoniae	0.952	80	86	98	2361730
Actinobacillus_pleuropneumoniae_serovar_4_str._M62	Actinobacillus_pleuropneumoniae_serovar_4_str._M62	0.819	31	41	48	2335268
Actinobacillus_pleuropneumoniae_serovar_6_str._Femo	Actinobacillus_pleuropneumoniae_serovar_6_str._Femo	0.94	36	40	45	2409565
Actinobacillus_pleuropneumoniae_serovar_9_str._CVJ13261	Actinobacillus_pleuropneumoniae_serovar_9_str._CVJ13261	1	53	53	64	2324821
African_swine_fever_virus	NA	0	0	0	0	0
Aphthovirus	NA	0	0	0	0	0
Arcanobacterium_haemolyticum	Arcanobacterium_haemolyticum	1	6	6	6	1988850
Aspergillus_fumigatus	NA	0	0	0	0	0
Bartonella_bacilliformis	NA	0	0	0	0	0
Bartonella_henselae	NA	0	0	0	0	0
Bartonella_quintana	NA	0	0	0	0	0
Blastomyces_dermatitidis	NA	0	0	0	0	0
Bordetella_bronchialis	Bordetella_bronchialis	0.763	47	62	75	5878756
Bordetella_bronchiseptica	Bordetella_bronchiseptica	0.88	24	29	38	5081368
Bordetella_genomosp._13	Bordetella_genomosp._13	0.593	70	126	144	5380929
Bordetella_pertussis	Bordetella_pertussis	0.661	9	14	17	4111081
Bordetella_pertussis_137	Bordetella_pertussis_137	1	5	5	7	4134593
Bordetella_pertussis_18323	Bordetella_pertussis_18323	1	4	4	5	4043846
Bordetella_petrii	Bordetella_petrii	0.569	47	91	111	5287950
Bordetella_trematum	Bordetella_trematum	0.736	27	39	49	4480141
Borrelia_crocidurae	NA	0	0	0	0	0
Borrelia_recurrentis	NA	0	0	0	0	0
Borreliella_afzelii	NA	0	0	0	0	0
Borreliella_burgdorferi	NA	0	0	0	0	0
Borreliella_garinii	NA	0	0	0	0	0
Bovine_rhinitis_A_virus	NA	0	0	0	0	0
Brucella_abortus	NA	0	0	0	0	0
Brucella_canis	NA	0	0	0	0	0
Brucella_melitensis	NA	0	0	0	0	0
Brucella_microti	NA	0	0	0	0	0
Brucella_microti_CCM_4915	Brucella_microti_CCM_4915	1	1	1	1	2117050
Brucella_ovis	NA	0	0	0	0	0
Brucella_ovis_ATCC_25840	Brucella_ovis_ATCC_25840	0.402	2	5	5	1164220
Brucella_suis	NA	0	0	0	0	0
Brucella_suis_019	Brucella_suis_019	1	1	1	1	1204433
Brucella_suis_bv._2	Brucella_suis_bv._2	1	1	1	1	1926480
Burkholderia_cepacia	Burkholderia_cepacia	1	12	12	16	3430130
Burkholderia_cepacia_ATCC_25416	Burkholderia_cepacia_ATCC_25416	0.664	11	17	21	3781435
Burkholderia_cepacia_JBK9	Burkholderia_cepacia_JBK9	0.646	9	15	20	3790084
Burkholderia_gladioli	Burkholderia_gladioli	0.548	35	64	77	4272194
Burkholderia_gladioli_BSR3	Burkholderia_gladioli_BSR3	0.719	17	26	28	3700833
Burkholderia_gladioli_pv._gladioli	Burkholderia_gladioli_pv._gladioli	0.58	22	41	55	3925840
Burkholderia_mallei	Burkholderia_mallei	0.045	0	4	6	1726745
Burkholderia_mallei_NCTC_10247	Burkholderia_mallei_NCTC_10247	1	2	2	2	3495687
Burkholderia_multivorans	Burkholderia_multivorans	0.752	21	31	41	3350628
Burkholderia_multivorans_ATCC_17616	Burkholderia_multivorans_ATCC_17616	0.891	20	24	32	3448421
Burkholderia_multivorans_ATCC_BAA-247	Burkholderia_multivorans_ATCC_BAA-247	0.614	12	21	24	3428264
Burkholderia_pseudomallei	Burkholderia_pseudomallei_MSHR435	0.094	1	24	27	3837469
Burkholderia_pseudomallei_1106b	Burkholderia_pseudomallei_1106b	0.286	1	4	5	3117868
Burkholderia_pseudomallei_1710b	Burkholderia_pseudomallei_1710b	1	3	3	4	4126292
Burkholderia_pseudomallei_7894	Burkholderia_pseudomallei_7894	0.628	2	4	4	3260260
Burkholderia_pseudomallei_B03	Burkholderia_pseudomallei_B03	0.63	4	9	11	4008750
