Taxon	Reference	uniquePerReference	nonStacked	nonDuplicatesonReference	TotalAlignmentsOnReference	ReferenceLength
Actinobacillus_equuli	NA	0	0	0	0	0
Actinobacillus_pleuropneumoniae	Actinobacillus_pleuropneumoniae	1	2	2	2	2379826
Actinobacillus_pleuropneumoniae_serovar_4_str._M62	Actinobacillus_pleuropneumoniae_serovar_4_str._M62	0	0	2	2	2335268
African_swine_fever_virus	NA	0	0	0	0	0
Aphthovirus	NA	0	0	0	0	0
Arcanobacterium_haemolyticum	Arcanobacterium_haemolyticum	1	1	1	1	1986154
Aspergillus_fumigatus	NA	0	0	0	0	0
Bartonella_bacilliformis	NA	0	0	0	0	0
Bartonella_henselae	NA	0	0	0	0	0
Bartonella_quintana	NA	0	0	0	0	0
Blastomyces_dermatitidis	NA	0	0	0	0	0
Bordetella_bronchialis	Bordetella_bronchialis	0.832	119	146	171	5878756
Bordetella_bronchiseptica	Bordetella_bronchiseptica	1	48	48	65	5081368
Bordetella_genomosp._13	Bordetella_genomosp._13	0.93	159	174	213	5380929
Bordetella_pertussis	Bordetella_pertussis	0.899	14	16	20	4073006
Bordetella_pertussis_137	Bordetella_pertussis_137	0.932	13	15	20	4134593
Bordetella_pertussis_18323	Bordetella_pertussis_18323	1	8	8	10	4043846
Bordetella_petrii	Bordetella_petrii	0.921	134	148	172	5287950
Bordetella_trematum	Bordetella_trematum	0.924	61	67	81	4518493
Borrelia_crocidurae	Borrelia_crocidurae_DOU	1	1	1	1	916000
Borrelia_recurrentis	NA	0	0	0	0	0
Borreliella_afzelii	NA	0	0	0	0	0
Borreliella_burgdorferi	Borreliella_burgdorferi_JD1	0	0	2	2	922801
Borreliella_garinii	NA	0	0	0	0	0
Bovine_rhinitis_A_virus	NA	0	0	0	0	0
Brucella_abortus	Brucella_abortus	1	1	1	1	2125180
Brucella_canis	Brucella_canis	1	1	1	1	2105958
Brucella_melitensis	Brucella_melitensis	1	1	1	1	1177929
Brucella_melitensis_bv._2_str._63/9	Brucella_melitensis	0	0	2	2	2117000
Brucella_microti	NA	0	0	0	0	0
Brucella_ovis	NA	0	0	0	0	0
Brucella_ovis_ATCC_25840	Brucella_ovis_ATCC_25840	1	1	1	1	2111370
Brucella_suis	Brucella_suis	1	1	1	1	1902870
Brucella_suis_bv._2	Brucella_suis_bv._2	1	1	1	1	1398285
Burkholderia_cepacia	Burkholderia_cepacia	0.375	6	22	25	3415325
Burkholderia_cepacia_ATCC_25416	Burkholderia_cepacia_ATCC_25416	1	15	15	18	3396958
Burkholderia_cepacia_JBK9	Burkholderia_cepacia_JBK9	0.908	19	21	27	3790084
Burkholderia_gladioli	Burkholderia_gladioli_BSR3	0.903	69	78	101	4413616
Burkholderia_gladioli_BSR3	Burkholderia_gladioli_BSR3	1	23	23	26	4413616
Burkholderia_gladioli_pv._gladioli	Burkholderia_gladioli_pv._gladioli	0.937	61	67	84	4209407
Burkholderia_mallei	Burkholderia_mallei	0.222	1	6	7	2093560
Burkholderia_mallei_NCTC_10229	Burkholderia_mallei_NCTC_10229	1	1	1	1	3458208
Burkholderia_mallei_NCTC_10247	Burkholderia_mallei_NCTC_10247	0.032	0	4	6	2352693
Burkholderia_multivorans	Burkholderia_multivorans	1	39	39	49	3330593
Burkholderia_multivorans_ATCC_17616	Burkholderia_multivorans_ATCC_17616	1	38	38	42	3448421
Burkholderia_multivorans_ATCC_BAA-247	Burkholderia_multivorans_ATCC_BAA-247	0.95	32	34	39	3428264
Burkholderia_pseudomallei	Burkholderia_pseudomallei	0.707	17	26	32	3306540
Burkholderia_pseudomallei_1106b	NA	1	1	1	1	3826324
Burkholderia_pseudomallei_1710a	Burkholderia_pseudomallei	1	1	1	1	4125094
Burkholderia_pseudomallei_1710b	Burkholderia_pseudomallei_1710b	1	1	1	1	3181762
Burkholderia_pseudomallei_7894	Burkholderia_pseudomallei_7894	1	3	3	3	4121652
Burkholderia_pseudomallei_B03	Burkholderia_pseudomallei_B03	1	4	4	5	4008750
