#Coverage (X)	Coverage
1.0	3.8658819901141612
2.0	1.5397554579134436
3.0	1.2071773164536381
4.0	0.985929255975023
5.0	0.8374326639407457
6.0	0.7127723449526684
7.0	0.6237534674151988
8.0	0.5477824075878459
9.0	0.4816960581469516
10.0	0.4311993090869919
11.0	0.3940327980339049
12.0	0.3618368842037256
13.0	0.3362496053176329
14.0	0.31100123078765307
15.0	0.28784276645366447
16.0	0.2686381862742593
17.0	0.2510151597566903
18.0	0.23079386650896083
19.0	0.21311435593203498
20.0	0.1958867178299215
21.0	0.178941500024564
22.0	0.15821185024267947
23.0	0.14211389332758984
24.0	0.1273715538369231
25.0	0.11618771008538431
26.0	0.1064159678176253
27.0	0.09630532119376767
28.0	0.08579928615444032
29.0	0.07828690626072898
30.0	0.07156530319794285
31.0	0.06433534360098747
32.0	0.056258123113764213
33.0	0.04716418955821666
34.0	0.040160166198674574
35.0	0.03496363273836778
36.0	0.03004951957481694
37.0	0.027790157200769272
38.0	0.02451408175839731
39.0	0.022198235324992766
40.0	0.02067316572251343
41.0	0.01926106423873364
42.0	0.01688873374598643
43.0	0.014064530778426843
44.0	0.012313524938534215
45.0	0.010449550979942046
46.0	0.009771742267730588
47.0	0.008924481377462712
48.0	0.00802073642783796
49.0	0.0063826987066590846
50.0	0.004518724748066916
51.0	0.003219591382986664
