Taxon	Reference	uniquePerReference	nonStacked	nonDuplicatesonReference	TotalAlignmentsOnReference	ReferenceLength
Actinobacillus_equuli	NA	0	0	0	0	0
Actinobacillus_pleuropneumoniae	NA	0	0	0	0	0
African_swine_fever_virus	NA	0	0	0	0	0
Aphthovirus	NA	0	0	0	0	0
Arcanobacterium_haemolyticum	NA	0	0	0	0	0
Aspergillus_fumigatus	NA	0	0	0	0	0
Bartonella_bacilliformis	NA	0	0	0	0	0
Bartonella_henselae	NA	0	0	0	0	0
Bartonella_quintana	NA	0	0	0	0	0
Blastomyces_dermatitidis	NA	0	0	0	0	0
Bordetella_bronchialis	Bordetella_bronchialis	1	11	11	11	5878756
Bordetella_bronchiseptica	Bordetella_bronchiseptica	1	3	3	3	5081368
Bordetella_genomosp._13	Bordetella_genomosp._13	1	7	7	7	5380929
Bordetella_pertussis	Bordetella_pertussis	1	3	3	3	4107557
Bordetella_pertussis_137	Bordetella_pertussis	1	1	1	1	4111050
Bordetella_petrii	Bordetella_petrii	1	9	9	9	5287950
Bordetella_trematum	Bordetella_trematum	1	3	3	3	4480141
Borrelia_crocidurae	NA	0	0	0	0	0
Borrelia_recurrentis	NA	0	0	0	0	0
Borreliella_afzelii	NA	0	0	0	0	0
Borreliella_burgdorferi	Borreliella_burgdorferi_B31	1	1	1	1	910724
Borreliella_garinii	NA	0	0	0	0	0
Bovine_rhinitis_A_virus	NA	0	0	0	0	0
Brucella_abortus	NA	0	0	0	0	0
Brucella_abortus_bv._6_str._870	Brucella_abortus_bv._6_str._870	1	1	1	1	2124096
Brucella_canis	NA	0	0	0	0	0
Brucella_melitensis	NA	0	0	0	0	0
Brucella_microti	NA	0	0	0	0	0
Brucella_ovis	NA	0	0	0	0	0
Brucella_suis	NA	0	0	0	0	0
Brucella_suis_bv._2	Brucella	1	1	1	1	2865725
Burkholderia_cepacia	Burkholderia_cepacia	1	2	2	2	3608925
Burkholderia_cepacia_JBK9	Burkholderia_cepacia_JBK9	1	1	1	1	3790084
Burkholderia_gladioli	Burkholderia_gladioli	0.75	4	6	7	4002946
Burkholderia_gladioli_BSR3	Burkholderia_gladioli_BSR3	1	4	4	4	4413616
Burkholderia_gladioli_pv._gladioli	Burkholderia_gladioli_pv._gladioli	1	3	3	3	4209407
Burkholderia_mallei	NA	0	0	0	0	0
Burkholderia_multivorans	Burkholderia_multivorans_ATCC_BAA-247	1	4	4	4	2344193
Burkholderia_multivorans_ATCC_17616	Burkholderia_multivorans_ATCC_17616	1	5	5	5	3448421
Burkholderia_multivorans_ATCC_BAA-247	Burkholderia_multivorans_ATCC_BAA-247	1	2	2	2	3428264
